歌名,歌手,曲风,推荐标签,语种,BPM,乐评
不可道,三无MarBlue、小缘、,国风-国风流行、,热血、抒情、动感、,国语,92,
醉花阴,小缘、逆水寒、,国风-古风、中国音乐、,KTV、可爱、快乐、放松、,国语,137,
风华引,小缘、白止、三无MarBlue、祖娅纳惜、广东共青团、音喵工场、,中国音乐、,抒情、正能量、,国语,116,
超能力,小缘、,流行-华语流行、,可爱、快乐、,国语,68,
福寿草,小緣、沙加、,流行-日本流行、,可爱、快乐、放松、,日语,,
雨梦楼,小緣、,二次元、,可爱、快乐、,日语,75,
么么哒,小緣、,流行、,清新、可爱、快乐、放松、舞蹈、,国语,159,
愛言葉,小緣、,流行-日本流行、,抒情、可爱、快乐、放松、,日语,136,
aliez,小缘、,流行、轻音乐、,KTV、可爱、快乐、热血、动感、,日语,98,
irony,小缘、,二次元-同人作品、流行、,可爱、快乐、放松、KTV、,日语,,
twitter,小緣、,流行-日本流行、,动感、可爱、快乐、,日语,100,
adam,小缘、,二次元-同人作品、流行、,,日语,,
voice,小缘、,流行、,热血、动感、活力、,日语,,
ReAct（Cover 黒うさP）,小缘、,二次元-同人作品、流行、,抒情、,日语,,
shØut（Cover Tielle&Gemie）,小缘、,,热血、动感、,日语,105,
booo!,小缘、,二次元、,热血、动感、,日语,111,
yours,小缘、,二次元-同人作品、流行、,,日语,,
WAVE,小缘、,二次元-同人作品、流行、,活力、动感、可爱、快乐、,日语,,
twitter,小缘、,二次元-同人作品、流行、,动感、可爱、快乐、,日语,,
ユラギ,小缘、,二次元-同人作品、流行、,,日语,,
未来へ,小缘、,二次元-同人作品、流行、,放松、可爱、快乐、,日语,,
爆*音*,小缘、,二次元、流行、,清新、可爱、快乐、放松、,日语,169,
飴か夢,小缘、,二次元-同人作品、流行、,,日语,,
罪と罰,小缘、,二次元-同人作品、流行、,轻快、快乐、清新、放松、可爱、治愈、,日语,,
四择水,小缘、无问音乐、,国风、,抒情、悲伤、放松、治愈、,国语,162,
喜欢你,小缘、,流行、,抒情、悲伤、放松、治愈、,国语,,
福寿草,小缘、沙加、,二次元-同人作品、国风-古风、流行、,可爱、快乐、放松、,日语,,
ALIVE,小缘、,原声带-游戏原声、,,国语,,
月景色（Cover 初音ミク）,小缘、,二次元-同人作品、流行、,,日语,,
You(=I),小缘、,二次元、电子、流行、,KTV、快乐、可爱、放松、,日语,,
爱言叶4,小缘、,流行、,动感、可爱、快乐、,日语,141,
愛言葉III（翻自 初音ミク）,小缘、,流行、,治愈、放松、快乐、可爱、,日语,137,
EAT ME,小缘、,二次元-同人作品、流行、,轻快、快乐、活力、动感、,日语,,
HANAJI,小缘、,二次元-同人作品、流行、,KTV、可爱、快乐、动感、,日语,,
Summer,小缘、木子俊、,二次元、流行、,活力、动感、,华语,,
アイドル,小缘、,二次元、,动感、可爱、快乐、,日语、英语,160,
-ERROR,小缘、,二次元-同人作品、流行、,,日语,,
不可阻挡 (Burn It All Down),小缘、,流行、,动感、活力、,英语,72,
超级爱你,小缘、,流行、,可爱、快乐、放松、,国语,146,
我怀念的,小缘、,流行、,抒情、快乐、放松、治愈、,国语,142,
奈美西斯,小缘、,二次元-游戏角色歌、,抒情、治愈、放松、,国语,114,
道成绝恋,小缘、,流行-华语流行、,抒情、,国语,119,
周末约吧,小缘、,二次元-同人作品、,KTV、治愈、放松、可爱、快乐、,国语,,
再过十年,小缘、,二次元-同人作品、流行、,放松、治愈、,华语,,
也许以后,祈Inory、小緣、西瓜JUN、少恭、,流行-华语流行、,清新、放松、,国语,,
无所畏惧,小缘、,流行、,KTV、抒情、悲伤、治愈、放松、,国语,128,
雷霆战歌,小缘、,流行-华语流行、,热血、抒情、动感、快乐、轻快、,国语,115,
与你相遇,小缘、,二次元-同人作品、流行、,清新、放松、,华语,80,
蓝图章鱼,小缘、,二次元-同人作品、,抒情、悲伤、,国语,,
春风有意,小缘、,二次元-同人作品、国风、中国音乐、,抒情、思念、,国语,,
勾指起誓,小缘、,流行-华语流行、,可爱、快乐、放松、KTV、,国语,84,
恋人同士,小缘、,二次元-同人作品、流行、,快乐、放松、治愈、,日语,,
最后の私,小缘、,流行、,放松、治愈、,日语,140,
小小的我（翻自 米津玄師）,小缘、,流行、,放松、治愈、,日语,,
魔兽老了（翻自 新垣結衣）,小缘、,二次元-同人作品、流行、,悲伤、放松、治愈、KTV、,华语,,
愛し子よ（Cover ルルティア）,小缘、,流行、,动感、放松、KTV、,日语,,
打上花火（Cover DAOKO&米津玄师）,小缘、,流行、,可爱、快乐、,日语,95,
優しい詩.,小缘、,流行、,可爱、快乐、放松、,日语,79,
あいぞめ,小缘、,二次元-同人作品、流行、,,日语,,
あなたに,小缘、,二次元-同人作品、流行、,,日语,,
ぐーぐー,小缘、,二次元-同人作品、流行-日本流行、,,日语,,
コネクト,小缘、,二次元-同人作品、流行、,KTV、可爱、快乐、治愈、放松、,日语,,
なのです,小缘、,二次元-同人作品、流行、,,日语,,
なでなで,小缘、,二次元-同人作品、流行、,,日语,,
君は僕だ,小缘、,二次元-同人作品、流行、,快乐、可爱、放松、,日语,,
believer,小缘、,流行、,热血、动感、活力、,英语,126,
te-yut-te,小缘、,二次元-同人作品、流行、,,日语,,
oyasumi,小缘、,二次元-同人作品、流行、,可爱、快乐、动感、,日语,,
paranoia,小缘、,二次元-同人作品、流行、,,日语,,
Rainbow,小缘、,二次元-同人作品、流行、,抒情、,日语,,
starduster,小缘、,二次元、,可爱、快乐、放松、,日语,166,
letter song,小缘、,流行、,悲伤、放松、治愈、,日语,,
橘子创作剂,小缘、PlanB策划组、,流行-华语流行、,可爱、快乐、放松、,国语,95,
優しい彗星,小缘、,,可爱、快乐、放松、,日语,90,
躺在晴空下,小缘、,原声带-动画片原声、,快乐、可爱、动感、,华语,129,
夜に駆ける,小缘、,二次元、,动感、可爱、快乐、,日语,131,
届かない恋,小缘、,二次元、,热血、动感、放松、,日语,138,
温暖的约定,小缘、,流行-华语流行、,抒情、可爱、快乐、KTV、,华语,72,
引路的风筝,小缘、,流行、,动感、抒情、,国语,175,
华夏巾帼志,茶理理、小缘、三畿道、肥皂菌丨珉珉的猫咪丨、广东共青团、依溪禾、雨狸、CARDINAL星海、音喵工场、,流行-华语流行、,热血、抒情、动感、正能量、,国语,129,
最初的声音（翻自 初音ミク）,小缘、,二次元-同人作品、流行、,可爱、快乐、治愈、放松、,日语,,
王子的样子,小缘、,二次元-同人作品、,抒情、悲伤、放松、治愈、,国语,,
いろは唄,小缘、,二次元-同人作品、流行、,抒情、,日语,,
⑨钢琴版,小缘、,二次元-同人作品、流行、,可爱、快乐、放松、,日语,,
8月31日,小緣、,二次元、,清新、放松、,日语,,
愛してる,小缘、,二次元-同人作品、流行-日本流行、,,日语,,
庭園にて。,小缘、,流行、,可爱、快乐、,日语,,
SouVenir,小缘、,二次元-同人作品、流行、,,日语,,
百年夜行,小缘、,二次元-同人作品、流行、,,日语,,
热恋未满,小缘、,二次元-同人作品、流行-华语流行、,抒情、悲伤、思念、KTV、,国语,,
春意红包,三无MarBlue、祖娅纳惜、泠鸢yousa、洛萱、不才、小缘、,国风-国风流行、,抒情、清新、放松、,国语,114,
电子天使,小缘、,流行、,可爱、快乐、,日语,,
惡之召使,小緣、,流行-日本流行、,可爱、快乐、放松、,日语,,
金鱼花火,小缘、,二次元-同人作品、流行-日本流行、,抒情、悲伤、放松、治愈、,日语,,
雷霆战歌,小缘、,二次元-同人作品、流行、,热血、抒情、动感、,国语,,
恋愛裁判,小缘、,流行、,快乐、,日语,,
格斗宝贝,小緣、,流行-华语流行、,清新、放松、,国语,129,
恋爱写真,小缘、,二次元-同人作品、流行-日本流行、,抒情、,日语,,
木头的心,小缘、,流行-华语流行、,悲伤、快乐、KTV、轻快、,国语,61,
星间飞行,小缘、,二次元-同人作品、流行、,可爱、快乐、动感、,日语,,
bad apple,小缘、,二次元-同人作品、流行、,动感、热血、可爱、快乐、,日语,,
なきむし。,小缘、,二次元-同人作品、流行、,KTV、悲伤、治愈、放松、抒情、,日语,,
優しい詩,小緣、,流行-日本流行、,可爱、快乐、放松、,日语,79,
アイシテ！,小缘、,二次元-同人作品、流行、,,日语,,
best friend,小缘、,二次元-同人作品、流行、,,日语,,
puzzle girl,小缘、,二次元-同人作品、流行、,可爱、快乐、放松、,日语,,
カーニバル,小缘、,二次元-同人作品、流行、,,日语,,
NEW BOY,小缘、,流行、,可爱、快乐、放松、KTV、,国语,131,
Light Bule（Cover 花泽香菜）,小缘、,二次元-同人作品、流行、,可爱、快乐、放松、,日语,,
Initial Song（Cover miku）,小缘、,流行、,可爱、快乐、,日语,,
choose me,小缘、Ryu、,二次元-同人作品、流行、,可爱、快乐、动感、,日语,,
cat’s dance,小缘、,二次元-同人作品、流行、,可爱、快乐、轻快、甜蜜、爱情、梦幻、放松、浪漫、,日语,,
えれぴょん,小缘、,二次元-同人作品、流行、,,日语,,
カタオモイ,小缘、,流行、,可爱、快乐、放松、,日语,96,
さくらんぼ,小缘、,二次元-同人作品、流行、,可爱、快乐、放松、,日语,,
ニワカアメ,小缘、,二次元-同人作品、流行、,抒情、,日语,,
パトリシア,小缘、,二次元-同人作品、流行、,,日语,,
フランネル,小缘、,二次元-同人作品、流行、,,日语,,
プレゼント,小缘、,二次元-同人作品、流行、,抒情、,日语,,
ギャンブル,小緣、,,放松、,日语,,
ハナノイロ（Cover nano.RIPE）,小缘、,二次元-同人作品、,可爱、快乐、,日语,,
みちしるべ,小缘、,二次元-同人作品、流行、,,日语,,
狐ノ嫁入リ,小缘、,二次元-同人作品、流行、,热血、动感、可爱、快乐、,日语,,
泣いてる獣,小缘、,二次元-同人作品、流行、,动感、活力、,日语,,
樱花的告白,小缘、,二次元-同人作品、流行、,抒情、悲伤、孤独、,国语,71,
被驯服的象,小缘、,二次元-同人作品、流行-华语流行、,抒情、,国语,88,
不思议迷宫,小缘、,二次元-同人作品、流行-华语流行、,清新、放松、,国语,,
化作樱花树,小緣、凑诗、,原声带-电影原声、国风-古风、中国音乐、,放松、KTV、,国语,,
神经病少女,小緣、,,可爱、快乐、放松、KTV、,国语,,
超级喵世界,小缘、,流行、,热血、动感、可爱、快乐、,日语,,
宇宙少女梦（Cover QQ动漫）,小缘、,二次元-同人作品、流行、,热血、动感、,国语,,
梦太晚 (翻唱),小緣、,,抒情、悲伤、放松、KTV、,国语,74,
温柔的诗 (翻唱版),小緣、,,可爱、快乐、放松、,日语,79,
今日如往昔,小缘、,流行、,快乐、放松、治愈、KTV、,日语,,
MT永不独行,小缘、小旭音乐、,原声带、二次元-同人作品、,,国语,,
夜不能寐吗？,小缘、,流行、轻音乐、,热血、动感、活力、,日语,130,
Alice 中文版,小缘、,二次元-同人作品、流行、,快乐、治愈、放松、,华语,,
the job song,小缘、,,可爱、快乐、放松、治愈、慵懒、,国语、英语,165,
mermaid girl,小缘、,流行、,可爱、快乐、放松、,英语,139,
Happy Xmas,小缘、,二次元-同人作品、流行、,,日语,,
メタメリズム,小缘、,二次元-同人作品、流行、,,日语,,
マトリョシカ（Cover 初音ミク）,小缘、,二次元-同人作品、流行、,动感、,日语,,
パンツの唄,小緣、,流行-日本流行、,可爱、快乐、放松、,日语,,
神のまにまに,小缘、,二次元、流行、,幸福、可爱、快乐、,日语,135,
ぽっぴっぽー,小缘、,二次元-同人作品、流行、,动感、可爱、快乐、,日语,,
キラメキラリ,小缘、,二次元-同人作品、流行、,,日语,,
はじめの一歩,小缘、,二次元-同人作品、流行、,,日语,,
お隣はだあれ（隔壁是谁呢）（翻自 浮森かや子）,小缘、,流行、,可爱、快乐、,日语,,
会いたい-小缘,小缘、,二次元-同人作品、流行、,梦幻、放松、治愈、,日语,,
Stone Ocean,小缘、,二次元、,热血、动感、放松、,日语,122,
Candy Candy,小缘、,二次元-同人作品、流行、,快乐、可爱、放松、,日语,,
星空にお祈り,小缘、,二次元-同人作品、流行、,放松、,日语,,
恋はみずいろ,小缘、,二次元-同人作品、流行、,,日语,,
君と見た星空,小缘、,二次元-同人作品、流行、,活力、动感、,日语,,
嘘つきの世界（Cover 初音ミク）,小缘、,二次元-同人作品、流行、,,日语,,
轻飘飘圆舞曲,小缘、,二次元-同人作品、流行、,可爱、快乐、放松、,日语,,
嗯哼嗯哼嗯哼,小缘、,流行、,清新、放松、,华语,156,
哼哼哼哼哼~,小缘、,二次元-同人作品、,动感、可爱、快乐、,国语,,
ねぇねぇねぇ,小缘、,二次元-同人作品、,动感、可爱、快乐、,日语,147,
深海地下都市,小緣、,摇滚-日系摇滚、,热血、动感、,日语,,
回レ！雪月花,小缘、,流行、,热血、动感、可爱、快乐、,日语,160,
水景色 星模様,小缘、,二次元-同人作品、流行、,抒情、,日语,,
どうでもいい！,小缘、,二次元-同人作品、流行-日本流行、,,日语,,
perfect crime,小缘、,二次元-同人作品、流行、,轻快、快乐、,日语,,
我还没有男朋友,小缘、,流行、,清新、放松、,国语,,
someone else,小缘、,二次元-同人作品、流行、,KTV、快乐、可爱、放松、,日语,,
savior of song,小缘、,二次元-同人作品、流行、,热血、动感、可爱、快乐、KTV、,日语,,
僕とヴィーナス,小缘、,,可爱、快乐、放松、正直、正能量、,日语,98,
forever friends,小缘、,二次元-同人作品、流行、,,英语,,
sweets parade,小缘、,二次元-同人作品、流行、,可爱、快乐、,日语,,
glow piano ver.,小缘、,二次元-同人作品、流行、,抒情、悲伤、放松、,日语,,
calc. piano ver.,小缘、,二次元-同人作品、流行、,治愈、放松、悲伤、,日语,,
影炎≒Variation,小缘、,二次元-同人作品、流行、,,日语,,
beautiful world,小缘、,二次元-同人作品、流行、,动感、放松、,日语,,
For fruit basket,小缘、,二次元-同人作品、流行、,放松、抒情、,日语,,
Mr. Wonderboy,小缘、,二次元-同人作品、流行、,可爱、快乐、动感、,日语,,
prisoner of love,小缘、,二次元-同人作品、流行、,动感、活力、KTV、,日语,,
phantom minds,小缘、,二次元-同人作品、流行、,,日语,,
unhappy refrain（Cover wowaka）,小缘、,流行、,热血、动感、可爱、快乐、,日语,139,
レミングミング,小缘、,流行-日本流行、,热血、动感、,日语,126,
あなたがいた森,小缘、,二次元-同人作品、流行、,抒情、,日语,,
からくりピエロ,小缘、,二次元-同人作品、流行、,正能量、,日语,,
モザイクロール,小缘、,二次元-同人作品、流行、,幸福、快乐、,日语,,
いのちなんだよ,小缘、,二次元-同人作品、流行、,快乐、轻快、,日语,,
セツナトリップ,小缘、,二次元-同人作品、流行-日本流行、,,日语,,
きみにごめんね,小缘、,二次元-同人作品、流行、,,日语,,
キミソラキセキ,小缘、,二次元-同人作品、流行、,,日语,,
ドーナツホール,小缘、,二次元-同人作品、流行、,热血、动感、,日语,,
ぶれないアイで,小缘、,二次元-同人作品、流行、,幸福、快乐、,日语,,
恥ずかｓｘｘｘ,小缘、,二次元-同人作品、流行、,热血、动感、轻快、快乐、,日语,,
東京テディベア,小缘、,二次元-同人作品、流行、,热血、动感、可爱、快乐、KTV、,日语,,
君にありがとう,小缘、,二次元-同人作品、流行、,悲伤、苦情、,日语,,
崖の上のポニョ,小缘、,二次元-同人作品、流行、,,日语,,
春に一番近い街,小缘、,二次元-同人作品、流行、,KTV、快乐、可爱、放松、,日语,,
可愛くなりたい,小缘、,,梦幻、可爱、快乐、放松、,日语,111,
就在那个下雨天,小缘、,流行-华语流行、,抒情、放松、治愈、,国语,61,
恋爱使用说明书,小缘、,流行、,KTV、快乐、可爱、治愈、放松、,日语,97,
原来你也在这里,小缘、,二次元-同人作品、流行-华语流行、,抒情、悲伤、孤独、KTV、,国语,71,
来自倩女星的你,小緣、,原声带-游戏原声、,可爱、快乐、放松、,国语,,
え？あぁ、そう。,小缘、,二次元-同人作品、流行、,抒情、,日语,,
aLIEz (双声道版),瑞葵(mizuki)、小緣、,流行、,快乐、正能量、,日语、德语、英语,98,
Legends never die,小缘、,流行、,动感、热血、活力、,英语,142,
ぶれないアイで,小緣、,流行-日本流行、,动感、可爱、快乐、,日语,,
レンラクマダー？（Cover ライブP）,小缘、,二次元-同人作品、流行、,动感、快乐、活力、轻快、,日语,,
竈門炭治郎のうた,小缘、,二次元、流行、,快乐、放松、治愈、,日语,,
憧憬的重逢 中文版,小缘、祈Inory、,二次元-唱见、,可爱、快乐、放松、,国语,,
憧憬的重逢 日文版,小缘、祈Inory、,二次元-唱见、,可爱、快乐、放松、,日语,,
曾经我也想一了百了,小缘、,流行、,放松、治愈、,日语,83,
老 二 次 元 了 属 于 是,小缘、,二次元、,快乐、,日语,136,
我如朝露转瞬晞 纯歌版,小缘、,流行-华语流行、,抒情、悲伤、放松、治愈、,国语,,
LUVORATORRRRRY!（翻自 GUMI）,小缘、,二次元、,快乐、可爱、动感、,日语,,
acane_madder-庭園にて。（五人唱见双声道/ShakingHigh Remix）（ShakingHigh / 恰菌 / 板栗-- / KANATAkanata-kk / 小缘 remix）,ShakingHigh、恰蘑菇、板栗--、KANATAkanata-kk、小缘、,二次元、,梦幻、可爱、快乐、放松、,日语,79,
布団の中から出たくない,小缘、,二次元、,快乐、可爱、动感、,日语,176,
Just Be Friends piano ver.（翻自 巡音ルカ）,Hanser、小缘、,流行、,抒情、,日语,105,
歌に形はないけれど,小缘、,二次元-同人作品、流行、,放松、治愈、,日语,,
Happy Halloween,小缘、,流行、,动感、可爱、快乐、,日语,,
messiah or desire,小缘、,二次元-同人作品、流行、,,日语,,
雪峰～yukimine～,小缘、栗原、,二次元-同人作品、流行、,,日语,,
なのです (翻唱),小緣、,流行-日本流行、,可爱、快乐、,日语,,
ツンネコのワルツ,小缘、,二次元-同人作品、流行、,,日语,,
モノクロスロード,小缘、,二次元-同人作品、流行、,,日语,,
ドレミファロンド,小缘、,二次元-同人作品、流行、,可爱、快乐、放松、KTV、,日语,,
ドレミファロンド,小緣、,流行-日本流行、,可爱、快乐、放松、KTV、,日语,,
来年からがんばる（Cover 初音ミク）,小缘、,二次元-同人作品、流行、,抒情、感人、,日语,,
let me be with you,小缘、,二次元-同人作品、流行、,快乐、可爱、放松、,日语,,
六兆年と一夜物語,小缘、,二次元-同人作品、流行-日本流行、,热血、动感、可爱、快乐、,日语,,
純潔パラドックス,小缘、,二次元-同人作品、流行、,,日语,,
トロピカル_サマー,小缘、麦子与微乐队、,二次元-同人作品、流行、,,日语,,
花は桜 君は美しい,小缘、,二次元-同人作品、流行、,KTV、治愈、放松、可爱、快乐、,日语,,
ggrks-ググレカス-,小缘、,二次元-同人作品、流行、,可爱、快乐、,日语,,
愛言葉Ⅱ piano.ver,小缘、,流行、,可爱、快乐、,日语,137,
「キャットフード」,小缘、,二次元-同人作品、流行、,,日语,,
コネクト (双声道版),小緣、,流行、,放松、治愈、KTV、,日语,174,
寝逃げでリセット！,小缘、,二次元-同人作品、流行、,轻快、快乐、,日语,,
its only the fairytale,小缘、,二次元-同人作品、流行、,可爱、快乐、KTV、,英语,75,
ろりこんでよかった,小缘、,二次元-同人作品、流行、,可爱、快乐、动感、,日语,,
キミ以上、ボク未満,小缘、,二次元-同人作品、流行、,,日语,,
クリスマスのお願い,小缘、,二次元-同人作品、流行、,,日语,,
ポジティブ・パレード（翻自 初音ミク）,小缘、,二次元、,快乐、可爱、放松、,日语,,
你没有和女孩子说过话吧,小缘、,二次元、,热血、动感、可爱、快乐、活力、,日语,125,
是萝莉控真是太好了,小缘、,二次元、流行、,可爱、快乐、,日语,160,
緋色月下、狂咲ノ絶,小缘、,二次元-同人作品、流行、,快乐、可爱、动感、活力、,日语,,
世界第一的公主殿下,小缘、,流行、,可爱、快乐、放松、KTV、,日语,82,
- LOL -lots of laugh-,小缘、,二次元-同人作品、流行、,,日语,,
面影ワープ piano ver,小缘、,二次元-同人作品、流行、,,日语,,
if you were by my side,小缘、,二次元-同人作品、流行、轻音乐、,大气、甜蜜、爱情、轻快、快乐、,日语,,
ふたりのハニーボーイ,小缘、,二次元-同人作品、流行、,,日语,,
ハートフルシーケンス,小缘、凛子、,二次元-同人作品、流行、,,日语,,
ハッピーシンセサイザ,小缘、,二次元-同人作品、流行、,,日语,,
パラジクロロベンゼン（Cover オワタP）,小缘、,二次元-同人作品、流行、,,日语,,
漆黒に踊る弧濁覇王節,小缘、,二次元-同人作品、流行、,可爱、快乐、动感、,日语,,
圣诞节是什么？好吃吗？,小缘、,二次元-同人作品、流行、,快乐、可爱、动感、,日语,,
Mrs.Pumpkinの滑稽な梦（翻自 初音ミク）,小缘、,二次元-同人作品、流行、,快乐、可爱、,日语,,
【34只】2018～朝你靠近～,千月兔、双笙（陈元汐）、封茗囧菌、柏凝、白止、玄觞、祈Inory、Hanser、三无MarBlue、杨啟（满汉女神）、洛少爷、祖娅纳惜、肥皂菌丨珉珉的猫咪丨、佑可猫、叶里、千界、匀子、甘璐、少年霜、齐栾、馒头妞、流芒菌、叶洛洛、执素兮、小吴太太、张伊美Lyla、IRiS七叶、小总受、小五沉沉沉、若诗茜影、鸡仔、小缘、,二次元-唱见、,抒情、清新、可爱、快乐、思念、放松、,国语,128,
干物妹！小埋 OP (翻唱),小缘、,摇滚、,可爱、快乐、,日语,135,
のぼれ！すすめ！高い塔,小缘、,二次元、流行、,可爱、快乐、放松、KTV、,日语,142,
恋愛サーキュレーション,小缘、,流行、,可爱、快乐、,日语,120,
好き！雪！本気マジック,小缘、,二次元-同人作品、流行、,可爱、快乐、放松、,日语,,
secret base~最后的夏天,小緣、,流行、,可爱、快乐、,国语,,
ラブソングを殺さないで,小缘、,二次元-同人作品、流行、,,日语,,
いけないボーダーライン,小缘、,流行、,动感、可爱、快乐、,日语,,
いつか笑顔、いつも笑顔,小缘、,二次元-同人作品、流行、,,日语,,
マイルームディスコナイト,小缘、,二次元-同人作品、流行、,,日语,,
东京テディベア (双声道版),鏡音リン、小緣、,流行、,热血、动感、可爱、快乐、,日语,50,
めてお☆いんぱくと.tvsize,小缘、,二次元-同人作品、流行、,,日语,,
hello again 曾经相伴的地方,小缘、,二次元-同人作品、流行、,,国语,,
Million of Bravery[中文填词],小缘、,二次元-同人作品、流行、,快乐、可爱、动感、,国语,,
六兆年と一夜物語 piano ver,小缘、,二次元-同人作品、流行-日本流行、,浪漫、爱情、,日语,,
狂おしいほど僕には美しい,小缘、,流行、,热血、动感、,日语,130,
おひめさまになりたいのッ！（Cover OSTER project）,小缘、,二次元-同人作品、流行、,,日语,,
ハッピー?ハロウィン MARIA,小缘、,二次元-同人作品、流行、,,日语,,
さよならのかわりに、花束を（Cover 花束P）,小缘、,二次元-同人作品、流行、,,日语,,
深海シティアンダーグラウンド,小缘、,二次元-同人作品、流行、,热血、动感、,日语,,
おおかみは赤ずきんに恋をした,小缘、Ryu、,二次元-同人作品、流行、,热血、动感、可爱、快乐、,日语,,
secret base ～君がくれたもの～,小缘、,流行、,可爱、快乐、,日语,,
星くずこすぷれ☆うぃっち!です!,小缘、,二次元-同人作品、流行、,,日语,,
悪ノ召使-Classical version-,小缘、,二次元-同人作品、流行、,快乐、KTV、可爱、放松、,日语,,
ろりこんでよかった～（双声道）,阎小猫、小缘、ちぃむdmp☆、,二次元、流行、,动感、可爱、快乐、,日语,160,
Promised Love～ダイスキ×100～,小缘、,二次元-同人作品、流行、,,日语,,
星くずこすぷれ☆うぃっち！です！,小緣、,,动感、可爱、快乐、,日语,,
ふたりのきもちのほんとのひみつ,小缘、,二次元-同人作品、流行、,可爱、快乐、动感、,日语,,
⑨destiny～ずっとチルノのターン,小缘、,二次元-同人作品、流行、,,日语,,
回レ! 雪月花(小缘+原唱) (双声道版),V.A.、,流行、,热血、动感、可爱、快乐、,日语,80,
白梦之茧～Ricordando il passato～,小缘、,二次元-同人作品、流行、,抒情、,日语,,
君に最後の口づけを（Cover まじ娘）,小缘、,流行、,热血、动感、,日语,83,
リグレットメッセージ-Ballad version-,小缘、,二次元-同人作品、流行、,可爱、快乐、放松、,日语,,
歌に形はないけれど,花たん、,二次元-唱见、,抒情、思念、,日语,97,
心做し,majiko、,二次元-唱见、,热血、抒情、动感、悲伤、思念、,日语,84,
WAVE,96猫、,二次元-唱见、,热血、动感、活力、,日语,130,
ピエロ,鹿乃、,二次元-唱见、,抒情、可爱、快乐、思念、,日语,84,
ダヴィンチの告白,松下、,二次元-唱见、,热血、动感、,日语,125,
可愛くなりたい (feat. 鎖那),HoneyWorks、鎖那、,二次元-唱见、流行-日本流行、,甜蜜、抒情、动感、可爱、快乐、爱情、思念、轻快、,日语,109,
隨心所欲Mercy,柿チョコ、,二次元-唱见、,动感、可爱、快乐、,日语,161,
僕らのつづき,柊優花、,二次元、流行-日本流行、,放松、治愈、,日语,82,
Rolling Girl,秋赤音、,二次元-唱见、,热血、动感、可爱、快乐、,日语,194,
四季刻歌,黒兎ウル、,二次元、,清新、放松、,日语,132,
回レ！雪月花,桃箱、,二次元-同人作品、,可爱、快乐、,日语,,
疑心暗鬼,EVO+、,二次元-唱见、,热血、动感、活力、,日语,125,
ヒビカセ,Reol、,二次元-唱见、,热血、动感、,日语,139,
妄想税,ヲタみん、,二次元-唱见、,动感、可爱、快乐、,日语,133,
君に嘘,うさ、,二次元-唱见、,抒情、清新、放松、,日语,92,
アヤノの幸福理論,ゆめこ、,流行-日本流行、,抒情、悲伤、放松、治愈、孤独、,日语,85,
