歌名,歌手,曲风,推荐标签,语种,BPM,乐评
The Murder Of Love,Propaganda、,电子-合成器流行、,热血、动感、放松、KTV、,英语,113,
Double Life,The Cars、,摇滚、,,英语,,
Poison Arrow,ABC、,流行、朋克-后朋克、朋克-新浪潮、,热血、动感、快乐、活力、,英语,127,
Kung Fu Fighting,Carl Douglas、,原声带-电影原声、流行-法国流行、,旅游、快乐、动感、可爱、,英语,,
You Might Think (LP Version),The Cars、,另类/独立、,抒情、,英语,,
Dancing Queen,Carol Douglas、,电子-迪斯科、,,英语,,
Scarface (Push It To The Limit),Paul Engemann、,原声带-电影原声、,动感、,英语,156,
Miss You,The Rolling Stones、,摇滚-经典摇滚、电子-迪斯科、,动感、爱情、浪漫、活力、放松、旅游、,英语,109,
Eminence Front,The Who、,摇滚、原声带-游戏原声、,快乐、,英语,97,
Baba O'Riley,The Who、,摇滚、,热血、动感、,英语,117,
Double Dutch Bus,Frankie Smith、,电子-迪斯科、,,英语,,
Never Say Never,Romeo Void、,摇滚、原声带-电影原声、,旅游、KTV、动感、热血、,英语,159,
I Wanna Hold Your Hand,Linda Jo Rizzo、,流行、,动感、可爱、快乐、KTV、,英语,125,
The Logical Song (Remastered 2010),Supertramp、,摇滚、流行、,可爱、快乐、放松、,英语,,
Breakfast In America,Supertramp、,摇滚、流行、,,英语,153,
"Funkytown (12"" Version)",Lipps Inc.、,节奏布鲁斯-放克、,动感、快乐、活力、放松、轻快、,英语,122,
Dreaming (2001 Digital Remaster),Blondie、,摇滚、朋克、,,英语,165,
Blue Monday,New Order、,电子-合成器流行、,动感、紧张、快乐、活力、神秘、夜店、旅游、有氧、驾车、家务、,英语,130,
Everybody Wants To Rule The World,Tears for Fears、,摇滚-流行摇滚、流行、,,英语,,
You Spin Me Round (Like A Record),Dead or Alive、,流行、,动感、快乐、活力、,英语,,
Queen of Chinatown,Amanda Lear、,流行、,动感、活力、,英语,129,
I Just Called to Say I Love You,Stevie Wonder、,节奏布鲁斯-都市流行、,抒情、爱情、浪漫、放松、KTV、咖啡厅、婚礼、,英语,113,
Tell It to My Heart,Taylor Dayne、,电子-合成器流行、,快乐、动感、KTV、可爱、,英语,118,
Let Me Tickle Your Fancy,Jermaine Jackson、,节奏布鲁斯-放克、,动感、活力、正能量、,英语,,
Eye Of The Tiger,Survivor、,摇滚、,,英语,,
Flash Light,Parliament、,节奏布鲁斯-放克、,活力、动感、,英语,106,
Shout,Tears for Fears、,电子-合成器流行、,动感、活力、,英语,98,
Heartbeat,Don Johnson、,摇滚、,热血、动感、活力、KTV、,英语,109,
Walk The Dinosaur,Was Not Was、,,动感、快乐、活力、KTV、,英语,,
You Should Be Dancing,Bee Gees、,摇滚-蓝调摇滚、,动感、快乐、活力、,英语,123,
Take On Me,a-ha、,电子-合成器流行、,动感、,英语,169,
Fool If You Think It's Over,Elkie Brooks、,流行、,KTV、放松、浪漫、爱情、,英语,,
We Belong (Remastered 2002),Pat Benatar、,摇滚、流行、,动感、,英语,,
The Chain,Fleetwood Mac、,摇滚-另类摇滚、原声带-电影原声、,动感、放松、KTV、,英语,75,
Act Like You Know,Fat Larry's Band、,原声带-游戏原声、电子-浩室舞曲、,动感、活力、,英语,104,
Don't Stop 'Til You Get Enough,Michael Jackson、,节奏布鲁斯-放克、,动感、活力、,英语,120,
Rapper's Delight,The Sugarhill Gang、,嘻哈说唱、,抒情、动感、快乐、活力、,英语,111,
Circle In The Sand,Belinda Carlisle、,流行-成⼈时代、,动感、活力、,英语,,
Southern Nights,Glen Campbell、,乡村-乡村流行、,热血、动感、快乐、爱情、浪漫、放松、,英语,95,
"Living in America (From ""Rocky IV"" Soundtrack)",James Brown、,原声带-电影原声、节奏布鲁斯-灵魂乐、节奏布鲁斯-放克、,热血、动感、活力、KTV、,英语,113,
Nothing's Gonna Stop Us Now,Starship、,电子-合成器流行、,热血、动感、幸福、快乐、爱情、浪漫、活力、KTV、旅游、,英语,96,
Poor Little Girl,George Harrison、,摇滚、,动感、放松、KTV、,英语,,
Think,The Blues Brothers、Aretha Franklin、,摇滚-蓝调摇滚、,热血、动感、快乐、,英语,,
Joey,Concrete Blonde、,摇滚-另类摇滚、,热血、抒情、动感、悲伤、思念、苦情、活力、孤独、遗憾、,英语,118,
On My Mind,Skytone、,电子-合成器流行、,爱情、浪漫、,英语,124,
Seven Wonders,Fleetwood Mac、,原声带-电视剧原声、,KTV、放松、,英语,,
DISCO,Ottawan、,电子-迪斯科、,动感、快乐、爱情、浪漫、,英语,122,
Percent,Laura Vane、,节奏布鲁斯-放克、,动感、快乐、,英语,116,
Let's Groove,"Earth, Wind & Fire、",节奏布鲁斯-放克、,动感、活力、,英语,125,
Ooh Baby,Craig Ruhnke、,流行-城市流行、,梦幻、爱情、浪漫、放松、,英语,111,
Bahama Mama,Boney M.、,流行-流行舞曲、,动感、快乐、活力、,英语,132,
A Night to Remember,Mary J. Blige、,原声带-电影原声、节奏布鲁斯-放克、,动感、爱情、浪漫、活力、,英语,108,
Just The Two Of Us,Bill Withers、,节奏布鲁斯-灵魂乐、,动感、爱情、浪漫、活力、婚礼、,英语,96,
Runnin' Down A Dream,Tom Petty、,摇滚-经典摇滚、,热血、抒情、动感、活力、放松、KTV、正直、洒脱、正能量、,英语,84,
Gotta Go Home,Boney M.、,流行、,可爱、快乐、,英语,131,
I Wouldn't Change A Thing,Coke Escovedo、,节奏布鲁斯、,动感、快乐、爱情、浪漫、咖啡厅、,英语,,
Jump,Van Halen、,金属-华丽金属、,热血、动感、快乐、活力、洒脱、,英语,129,
Take My Breath Away,Berlin、,电子-中速节奏、,,英语,95,
Play that Funky Music,Wild Cherry、,节奏布鲁斯-放克、,活力、动感、快乐、,英语,109,
Do You Remember,Phil Collins、The Tribute Beat、,流行-成⼈时代、,,英语,,
Divine Emotions,Narada Michael Walden、,流行、,,英语,,
Come Dancing,The Kinks、,摇滚、,热血、动感、快乐、KTV、,英语,153,
When You're in Love with a Beautiful Woman,Dr. Hook、,流行-成⼈时代、,动感、爱情、浪漫、放松、,英语,109,
Owner of a Lonely Heart,Yes、,原声带-动画片原声、,,,,
One More Time,Redbone、,摇滚-蓝调摇滚、,动感、快乐、活力、旅游、,英语,108,
Don't Forget to Dance,The Kinks、,摇滚、,抒情、爱情、浪漫、放松、,英语,98,
Little Lies,Fleetwood Mac、,电子-合成器流行、,快乐、放松、KTV、,英语,124,
Run To You,Bryan Adams、,摇滚、流行、,热血、动感、放松、,英语,128,
I Can't Stop,Bettye LaVette、,节奏布鲁斯-放克、,抒情、动感、爱情、活力、酒吧、,英语,113,
Can't Take My Eyes Off You,Boys Town Gang、,电子-迪斯科、,动感、可爱、快乐、KTV、,英语,130,
You Make My Dreams,Hall & Oates、,摇滚-软摇滚、原声带、流行-欧美流行、,清新、动感、快乐、放松、旅游、,英语,167,
"In My House (12"" Version)",Mary Jane Girls、,节奏布鲁斯、,热血、动感、爱情、浪漫、KTV、,英语,117,
Dance with Me,Peter Brown、Betty Wright、,节奏布鲁斯-放克、流行、,快乐、慵懒、放松、轻快、,英语,,
Rhythm Of The Night,DeBarge、,节奏布鲁斯、流行、,,英语,116,
Sisters Are Doin' It for Themselves,Eurythmics、Aretha Franklin、,节奏布鲁斯、朋克、,,英语,,
Celebration,Kool & the Gang、,节奏布鲁斯-放克、电子-迪斯科、,动感、快乐、活力、KTV、,英语,120,
I'm Coming Out,Diana Ross、,节奏布鲁斯、,,英语,,
Love's Theme,The Love Unlimited Orchestra、,节奏布鲁斯、流行、,,英语,,
I Want to Break Free,Queen、,摇滚-华丽摇滚、,热血、抒情、动感、放松、,英语,108,
Moskau,Dschinghis Khan、,电子-迪斯科、,甜蜜、热血、动感、快乐、爱情、搞笑、活力、婚礼、洒脱、正能量、激烈、,德语,131,
The Look,Roxette、,流行-欧美流行、,,英语,,
Wouldn't It Be Good,Nik Kershaw、,流行、,KTV、动感、,英语,99,
I Want to Know What Love Is,Foreigner、,流行、,抒情、动感、爱情、浪漫、放松、KTV、,英语,,
Wake Me Up Before You Go-Go,Wham!、,流行、,清新、动感、放松、,英语,81,
Ain't No Mountain High Enough,Marvin Gaye、Tammi Terrell、,原声带-电影原声、节奏布鲁斯-灵魂乐、,可爱、快乐、放松、KTV、,英语,129,
Wham Bam Shang-A-Lang,Silver、,摇滚-经典摇滚、原声带-电影原声、,抒情、快乐、放松、动感、,英语,122,
Give It Up,KC And The Sunshine Band、,流行-流行舞曲、,热血、动感、KTV、,英语,125,
Easy Lover,Philip Bailey、Phil Collins、,流行-成⼈时代、,热血、动感、旅游、,英语,129,
Everywhere,Fleetwood Mac、,摇滚、,快乐、爱情、浪漫、,英语,115,
Casablanca,Bertie Higgins、,流行、,抒情、放松、KTV、,英语,127,
I Will Survive - Single Version,Gloria Gaynor、,电子-迪斯科、,抒情、动感、爱情、浪漫、活力、,英语,115,
Never Gonna Give You Up,Rick Astley、,电子-迪斯科、,动感、快乐、爱情、浪漫、活力、放松、轻快、洒脱、正能量、,英语,113,
September,"Earth, Wind & Fire、",节奏布鲁斯-放克、,动感、爱情、活力、,英语,126,
More Than I Can Say,Leo Sayer、,流行-欧美流行、,热血、抒情、动感、快乐、慵懒、放松、KTV、酒吧、轻快、正能量、,英语,96,
Cha - Cha - Cha,Finzy Kontini、,电子、,动感、可爱、快乐、KTV、夜店、,英语,119,
Lambada (Original Radio Edit),Kaoma、,拉丁音乐-拉丁流行、,抒情、悲伤、爱情、浪漫、,葡萄牙语,59,
Tarzan Boy,Baltimora、,电子-迪斯科、,动感、活力、,英语,107,
Automatic,The Pointer Sisters、,原声带-游戏原声、电子、,动感、活力、,英语,111,
Still in Love,Rose Royce、,节奏布鲁斯、,,英语,,
I Need You,Sylvester、,节奏布鲁斯-放克、,,英语,,
There But For The Grace Of God Go I,machine、,节奏布鲁斯-放克、,快乐、轻快、,英语,,
Kayleigh,Marillion、,,,英语,,
Shake Your Groove Thing,Peaches、,爵士-摇摆乐、,,英语,,
Disco Inferno,The Trammps、,电子-迪斯科、,动感、快乐、爱情、浪漫、咖啡厅、,英语,130,
Everybody Dance,Chic、,电子-迪斯科、,动感、快乐、爱情、浪漫、KTV、,英语,,
Hungry Like The Wolf,Duran Duran、,朋克、,,英语,,
Relight My Fire,Dan Hartman、,流行-欧美流行、,抒情、动感、可爱、快乐、KTV、,英语,,
"Put Your Body In It (12"" Version)",Stephanie Mills、,节奏布鲁斯、,,英语,,
He's the Greatest Dancer,Sister Sledge、,电子-迪斯科、,快乐、爱情、浪漫、放松、KTV、酒吧、,英语,115,
Boogie Oogie Oogie,A Taste of Honey、,原声带-电影原声、,,英语,,
A Lover's Holiday,Change、,,,英语,,
Love Changes (Everything) [Love Mix],Climie Fisher、,流行、,,英语,,
Too Shy,Kajagoogoo、,流行、,,英语,,
I Ran (So Far Away),A Flock Of Seagulls、,摇滚、原声带-游戏原声、,热血、动感、放松、极限运动、,英语,145,
Doctor! Doctor!,Thompson Twins、,流行、,,英语,121,
Girls Just Want to Have Fun,Cyndi Lauper、,朋克-新浪潮、,热血、动感、幸福、快乐、活力、放松、KTV、婚礼、正能量、,英语,120,
Destination Unknown (Remastered),Missing Persons、,摇滚、另类/独立、朋克、,动感、活力、,英语,,
Video Killed The Radio Star,The Buggles、,摇滚、原声带、流行、,热血、动感、放松、旅游、,英语,132,
Since Yesterday,Strawberry Switchblade、,电子-合成器流行、,动感、活力、,英语,,
I Only Want To Be With You,The Tourists、,摇滚、,,英语,,
Heart Of Glass (Remix),Blondie、,摇滚、朋克、,热血、动感、快乐、旅游、,英语,115,
Atomic,Blondie、,摇滚、朋克、,热血、动感、,英语,139,
Wishing Well,Terence Trent D'Arby、,节奏布鲁斯、,,英语,,
That's The Way I Like It (Original Single Version),KC And The Sunshine Band、,电子-电子舞曲、,KTV、动感、快乐、,英语,,
She Can't Love You,Chemise、,,,纯音乐,,
"Robert Palmer , I Didn't Mean to Turn You On.",Robert Palmer、,,,英语,,
Mistaken Identity,Kim Carnes、,流行、,,英语,,
Shouldn't Have to Be Like That,Fra Lippo Lippi、,流行、朋克、,动感、快乐、活力、放松、轻快、正能量、,英语,114,
When Smokey Sings,ABC、,电子-电子流行、,,英语,127,
I Should Be So Lucky,Kylie Minogue、,流行-欧美流行、,动感、可爱、快乐、,英语,,
Sunday Girl,Debbie Harry、,流行、,,英语,,
Lost In Music,Sister Sledge、,电子-迪斯科、,,英语,,
Get Down Saturday Night,Oliver Cheatham、,,正能量、,英语,,
"Shame, Shame, Shame",Linda Fields & The Funky Boys、,电子-迪斯科、,,,,
Inside Out,Odyssey、,,,英语,,
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA、,电子-迪斯科、,动感、快乐、爱情、浪漫、,英语,118,
Una storia importante (Remix),Eros Ramazzotti、,流行、,,意大利语,,
Footloose,Kenny Loggins、,摇滚-经典摇滚、,热血、动感、,英语,177,
Rebel Yell,Billy Idol、,摇滚、,热血、动感、KTV、,英语,83,
Love Me Only,Narada Michael Walden、,,,欧美,,
Play That Funky Music,Wild Cherry、,摇滚、节奏布鲁斯-灵魂乐、节奏布鲁斯-放克、,动感、快乐、活力、,英语,109,
Love Will Keep Us Together,Captain、Tennille、,,,,,
One Night In Bangkok,Murray Head、,电子-合成器流行、,动感、活力、,英语,,
"The Sun Goes Down (Living It Up) (7"" Mix)",Level 42、,流行、,,英语,,
Japanese Boy (An Endless Music Mix),Aneka、,原声带-电影原声、,动感、活力、,英语,,
(Are You Ready) Do The Bus Stop,The Fatback Band、,节奏布鲁斯-放克、,热血、动感、,英语,,
Don't Tell Me That It's Over,Four Tops、,,,,,
I Wanna Dance with Somebody (Single Version),Whitney Houston、,节奏布鲁斯、电子、流行-欧美流行、,动感、快乐、活力、KTV、,英语,59,
Can't Fake The Feeling,Geraldine Hunt、,电子-浩室舞曲、电子-迪斯科、,,英语,,
Yeh Yeh,Matt Bianco、,,,,,
Week-End a Rome,Étienne Daho、,,,,,
Razzamatazz,Quincy Jones、,节奏布鲁斯、流行、,,,,
Super Freak,Rick James、,节奏布鲁斯-放克、,动感、活力、散步、,英语,132,
You Make Me Feel (Mighty Real),Sylvester、,电子、,,英语,,
And Love Goes On,"Earth, Wind & Fire、",节奏布鲁斯-放克、,,,,
Notorious,Duran Duran、,流行、朋克、,动感、快乐、活力、,英语,107,
Flashback,Imagination、,电子-迪斯科、,可爱、快乐、爱情、浪漫、,英语,111,
Walking Into Sunshine (Edit),Central Line、,节奏布鲁斯、,,欧美,,
Safety Dance,Men Without Hats、,摇滚、,动感、活力、,英语,,
Funky Men,James Brown、,爵士、节奏布鲁斯-灵魂乐、,KTV、,英语,123,
Harden My Heart,Quarterflash、,摇滚、,抒情、动感、活力、,英语,,
Another Brick in the Wall (Pt. 2),Pink Floyd、,摇滚、,热血、动感、,英语,,
Nightshift,Commodores、,电子-迪斯科、,,英语,,
Don't Look Any Further,Dennis Edwards、Dennis Lambert、Franne Golde、Duane S. Hitchings、,节奏布鲁斯、,,欧美,,
Keep On Dancing,Gary's Gang、,流行、,,,,
Blame It On The Boogie,The Jacksons、,流行、,,英语,,
Another One Bites the Dust,Queen、,摇滚、流行、,动感、活力、,英语,109,
Lady Night,Patrick Juvet、,流行、,,英语,,
Sweet Freedom (Single Version),Michael McDonald、,,,,,
Mr. Blue Sky,Electric Light Orchestra、,摇滚、,热血、抒情、动感、快乐、,英语,178,
Shout,Tears for Fears、,摇滚-流行摇滚、流行-成⼈时代、,热血、动感、放松、,英语,,
Yah Mo B There,James Ingram、,节奏布鲁斯-放克、流行、,,英语,,
Reach Out,George Duke、,爵士、,动感、快乐、爱情、浪漫、,英语,113,
Rock The Boat,Hues Corporation、,电子-迪斯科、,,英语,107,
脱・借りてきた猫症候群,Uru、,流行-日本流行、,可爱、快乐、放松、KTV、,日语,101,
勇者,YOASOBI、,二次元-动漫主题曲、,可爱、快乐、动感、热血、轻快、,日语,103,
Biri-Biri,YOASOBI、,二次元、流行-日本流行、,可爱、快乐、,日语,171,
我要你 (Live版),毛不易、单依纯、,原声带-综艺原声、,抒情、,国语,63,
Cupid,FIFTY FIFTY、,流行-韩国流行、,甜蜜、抒情、清新、动感、幸福、梦幻、可爱、快乐、爱情、思念、慵懒、浪漫、活力、放松、憧憬、治愈、旅游、轻快、洒脱、正能量、大气、,韩语、英语,120,
帰ろう,藤井風、,流行-日本流行、,抒情、悲伤、,日语,92,
イエスタデイ,Official髭男dism、,二次元-动漫主题曲、流行、,抒情、悲伤、放松、治愈、,日语,129,
カメレオン,King Gnu、,另类/独立、流行-日本流行、,抒情、动感、活力、放松、,日语,79,
How Far I'll Go,Alessia Cara、,原声带-电影原声、流行-欧美流行、,热血、动感、快乐、轻快、正能量、,英语,89,
ただいまとおかえり,岡崎体育、木村カエラ、,二次元-动漫主题曲、流行-日本流行、,治愈、放松、,日语,124,
Mio Mao la la la la la,Francesco Misseri、,,快乐、动感、可爱、,意大利语,137,
ODDTAXI,スカート、PUNPEE、,二次元-动漫主题曲、,动感、慵懒、放松、,日语,89,
真夜中のドア～Stay With Me～,Ms.OOJA、,流行-日本流行、,抒情、可爱、快乐、爱情、思念、,日语,107,
アイドル,YOASOBI、,二次元-动漫主题曲、流行-日本流行、流行-流行舞曲、,幸福、快乐、爱情、活力、动感、紧张、梦幻、放松、治愈、可爱、憧憬、抒情、亲情、浪漫、热血、清新、感人、大气、悲伤、,日语,166,
ダンスホール,Mrs. GREEN APPLE、,摇滚-日系摇滚、,动感、可爱、快乐、,日语,55,
Drown,milet、,二次元-动漫原声带、,热血、动感、,日语,90,
君が好きだと叫びたい,BAAD、,摇滚-经典摇滚、二次元-动漫主题曲、,热血、清新、动感、放松、极限运动、,日语,141,
シオカラ節,藤井志帆、keity.pop、菊間まり、,二次元、,热血、动感、活力、,日语,146,
元祖正調塩辛節,藤井志帆、,原声带、,快乐、动感、放松、,日语,55,
アドベンチャー,YOASOBI、,流行-日本流行、,可爱、快乐、放松、,日语,127,
夢をきかせて　　,V.A.、,二次元-动漫歌曲、,可爱、快乐、放松、,日语,,
まつり,藤井風、,节奏布鲁斯、,动感、快乐、慵懒、活力、放松、,日语,96,
Beautiful,Superfly、,摇滚、流行-日本流行、,热血、动感、放松、KTV、,日语,146,
Subtitle,Official髭男dism、,流行-日本流行、,抒情、动感、,日语,65,
死ぬのがいいわ,藤井風、,节奏布鲁斯、流行-日本流行、,抒情、动感、悲伤、思念、孤独、,日语,78,这首歌让我想到，一个穿着灰色帽衫的颓废少年，随意从鞋架拿过一双鞋踩上，从公寓里走出来。东京下着小雨，乌云很低，少年索性将帽子扣上，露出一半卷发。涩谷十字路口的喧闹声传进耳朵，少年转身走入一条小巷，平底鞋踏在满是青苔的作响的灰色石砖上，与雨滴和谐为专属于阴天的背景。
我的美丽,小霞、,流行-华语流行、,抒情、悲伤、爱情、浪漫、苦情、放松、孤独、KTV、散步、遗憾、感人、,国语,58,
フライディ・チャイナタウン,BENI、,流行-日本流行、,动感、可爱、快乐、活力、放松、,日语,122,
海のまにまに,YOASOBI、,二次元、流行-日本流行、,抒情、清新、动感、可爱、快乐、活力、放松、轻快、,日语,98,
golden hour,星粥Kayuu、,流行-欧美流行、,抒情、动感、悲伤、KTV、,英语,63,
Sweet Addiction 恋爱狂,Diffare、,流行、嘻哈说唱、,动感、活力、,英语,102,
We Don't Sleep At Night,Nightcore Lunatics、,电子、,,英语,146,
祝福,YOASOBI、,二次元-动漫歌曲、,热血、抒情、动感、可爱、快乐、活力、轻快、洒脱、亲情、有氧、家务、,日语,85,
I LOVE...,Official髭男dism、,流行-日本流行、,动感、幸福、快乐、活力、,日语,85,
陌生的舞会,张蔷、,电子-迪斯科、,,国语,69,
Birthday,Mr.Children、,二次元-动漫歌曲、流行-日本流行、,热血、动感、,日语,75,
かくれんぼ,優里、,流行-日本流行、,抒情、爱情、浪漫、,日语,77,
ドロシー (feat. 超学生),缶缶、超学生、,二次元-同人作品、流行-日本流行、,快乐、动感、活力、,韩语,120,
もしも命が描けたら,YOASOBI、,流行-日本流行、,可爱、快乐、放松、,日语,100,
VV-ALK,Tielle、SawanoHiroyuki[nZk]、,原声带、流行-日本流行、,热血、动感、活力、,英语,87,
金髪にしてバリバリのパーマかけてください!!,瀬川英史、,原声带、,热血、动感、放松、可爱、快乐、搞笑、,纯音乐,145,
MOTTAI,P丸様｡、,二次元、流行-日本流行、,动感、活力、快乐、可爱、,日语,142,
别再问我什么是迪斯科,张蔷、,电子-合成器流行、,甜蜜、热血、动感、幸福、快乐、爱情、浪漫、活力、轻快、洒脱、大气、,国语,140,是八十年代迪厅的感觉，并不颓废迷茫，反而有点欣欣向荣：年轻的男男女女有着对生活的热情和期待，纷纷赶时髦啊，尝试新鲜事物，敞开怀抱去交朋友！透露着一种时代赋予的健康、自信、活力，还有奔放和热情！色彩真的很明亮~
おもかげ (produced by Vaundy),milet、Aimer、幾田りら、,流行-日本流行、,动感、活力、旅游、,日语,103,
Me Too,Meghan Trainor、,流行-欧美流行、,热血、动感、可爱、快乐、搞笑、活力、KTV、正能量、极限运动、举铁、,英语,123,
Over The Next Rainbow,Saint Aqours Snow、,原声带、二次元、,KTV、快乐、可爱、放松、,日语,84,
Season,瀧川ありさ、,摇滚、二次元-动漫歌曲、,热血、动感、可爱、快乐、,日语,159,
Afro Circus/I Like To Move It,Chris Rock、,原声带-动画片原声、,搞笑、,英语,127,
Virtual to LIVE,にじさんじ、,摇滚-流行摇滚、摇滚-另类摇滚、原声带、,热血、动感、可爱、快乐、轻快、,日语,77,
Cage,Tielle、SawanoHiroyuki[nZk]、,流行-欧美流行、,热血、抒情、动感、幸福、快乐、活力、放松、治愈、正直、正能量、感人、,英语,83,
水平線,back number、,流行-日本流行、,热血、抒情、动感、悲伤、活力、KTV、有氧、家务、,日语,72,
クリスマスソング,back number、,摇滚-日系摇滚、流行-日本流行、,热血、抒情、清新、动感、可爱、快乐、放松、治愈、KTV、婚礼、,日语,76,
聖者の行進,back number、,摇滚-日系摇滚、,热血、动感、爱情、放松、KTV、,日语,130,
ステキな道具でスイスイと,菊池俊輔、,原声带、,可爱、快乐、搞笑、放松、,纯音乐,,
ココ,Beverly、,二次元-动漫主题曲、流行-日本流行、,动感、快乐、活力、,日语,139,
粉雪,レミオロメン、,原声带-电视剧原声、流行-日本流行、,热血、抒情、动感、梦幻、放松、KTV、,日语,81,
奏,スキマスイッチ、,流行-日本流行、,抒情、清新、悲伤、放松、孤独、KTV、,日语,76,
Sea Shanty Medley,Home Free、,民谣、,热血、动感、快乐、活力、,英语,139,
逆夢,King Gnu、,摇滚、二次元-动漫主题曲、另类/独立、,抒情、动感、悲伤、爱情、活力、,日语,89,
Lead Your Partner,土屋太鳳、,原声带、二次元、,KTV、快乐、可爱、放松、,日语,128,
宝石 feat. 幾田りら,伶、幾田りら、,流行-日本流行、,放松、治愈、,日语,83,
燃えよ,藤井風、,流行-日本流行、,动感、活力、,日语,69,
だから僕は音楽を辞めた,ヨルシカ、,摇滚-日系摇滚、,热血、抒情、清新、动感、可爱、快乐、思念、放松、治愈、KTV、,日语,125,
瞬き,back number、,摇滚-日系摇滚、原声带-电影原声、二次元、,热血、抒情、动感、放松、治愈、KTV、,日语,80,
月のワルツ,諫山実生、,流行-日本流行、,放松、KTV、,日语,,
ミスター,YOASOBI、,流行-日本流行、,动感、幸福、可爱、快乐、活力、放松、KTV、,日语,119,
My Best Friend,Alfie Templeman、Coach Party、,另类/独立、流行-欧美流行、,动感、快乐、爱情、浪漫、活力、酒吧、正能量、,英语,123,
死神,米津玄師、,流行-日本流行、,热血、动感、慵懒、活力、放松、,日语,119,
POP SONG,米津玄師、,流行-日本流行、,动感、快乐、活力、,日语,55,
Beautiful World,宇多田ヒカル、,二次元-动漫原声带、流行-日本流行、,抒情、动感、放松、治愈、,日语,115,
One Last Kiss,宇多田ヒカル、,二次元-动漫主题曲、流行-日本流行、,抒情、清新、悲伤、快乐、爱情、放松、憧憬、孤独、轻快、洒脱、,日语,111,
静かな湖畔,北村　協一(指揮)、ビクター少年合唱隊、,,,日语,,
スパークル,幾田りら、,流行-日本流行、,清新、动感、幸福、可爱、快乐、活力、放松、愤怒、KTV、,日语,75,
"Do You Want to Build a Snowman? (From ""Frozen""/Soundtrack Version)",Kristen Bell、Agatha Lee Monn、Katie Lopez、,,可爱、快乐、放松、,英语,83,
