歌名,歌手,曲风,推荐标签,语种,BPM,乐评
Blue Glasses,Smokey & Miho、,爵士、,放松、,英语,,
"Quizas, Quizas, Quizas (Perhaps, Perhaps, Perhaps) (2003 Digital Remaster)",Nat King Cole、,爵士、,,英语,110,
It's Always You,Chet Baker、,爵士、,,英语,130,
Goodnight Moon,Shivaree、,摇滚-另类摇滚、,抒情、动感、快乐、慵懒、放松、KTV、咖啡厅、酒吧、,英语,112,
Can't Take My Eyes Off You,Brook Benton、,摇滚、,,英语,118,
April,Elsa Kopf、,流行-欧美流行、,清新、放松、治愈、,英语,78,
Days And Moons,Elsa Kopf、,原声带-电视剧原声、流行、,抒情、清新、悲伤、慵懒、放松、孤独、,英语,67,
Till There Was You,Laura Fygi、,爵士-人声爵士、,,英语,117,
I Love Paris,Charlie Parker Quintet、,流行、,爱情、慵懒、浪漫、放松、咖啡厅、,纯音乐,,
Midnight Sun,Ella Fitzgerald、,爵士、,放松、冥想、,英语,125,
Easy Living,Chet Baker、,爵士、,慵懒、放松、,英语,118,
The Shadow Of Your Smile,Astrud Gilberto、,爵士-巴萨诺瓦、,抒情、悲伤、KTV、,英语,104,
Warm Fire,Yusef Lateef、,,爱情、慵懒、浪漫、放松、,英语,,
"I Loves You Porgy (Live At Carnegie Hall, New York, 1964)",Nina Simone、,爵士、,慵懒、放松、咖啡厅、,英语,138,
I Hadn't Anyone Till You,Ella Fitzgerald、,爵士、流行、,,英语,133,
My One And Only Love,Oscar Peterson、,爵士、,咖啡厅、浪漫、爱情、放松、慵懒、,纯音乐,,
Silencio Do Amor,Luiz Bonfá、Oscar Castro Neves、Lalo Schifrin、,爵士、,抒情、放松、,纯音乐,,
Moon River,Sarah Vaughan、,爵士、,慵懒、放松、KTV、,英语,,
Look for the Silver Lining,Chet Baker、,爵士-冷爵士、,,英语,,
Waitin' on a Sunny Day - The Song,Bruce Springsteen、,摇滚-流行摇滚、,热血、动感、,英语,107,
Raindrops Keep Falling On My Head,Ronald Isley、Burt Bacharach、Hal David、,爵士、,,英语,,
You've Got a Friend,Carole King、,摇滚、节奏布鲁斯-灵魂乐、流行-欧美流行、,抒情、幸福、快乐、慵懒、放松、,英语,84,
Over The Rainbow,Ella Fitzgerald、,爵士、,悲伤、抒情、,英语,133,
Sun Is Shining,Bob Marley、Bob Marley & The Wailers、,拉丁音乐、,KTV、动感、活力、,英语,,
Smile,Eric Clapton、,摇滚-蓝调摇滚、,,英语,,
My Favorite Things,M.S、,,,,,
Happy Talk,Nancy Wilson、,爵士、,,英语,,
They Can't Take That Away From Me,Brian Wilson、,流行、,,英语,,
They Can't Take That Away From Me,Ella Fitzgerald、,,,,,
Sometime Remind Me To Tell You,Johnny Hartman、,爵士、,咖啡厅、慵懒、放松、,英语,120,
Stormy Weather,Etta James、,原声带-电影原声、,KTV、放松、悲伤、抒情、,英语,119,
Penthouse Serenade,Erroll Garner、,爵士、,,纯音乐,139,
Solitude,Louis Armstrong、Duke Ellington、,爵士、,,英语,,
For All We Know (Remastered 2015),Cal Tjader、Stan Getz、,爵士、,,欧美,,
the blues ep,Jack CC、,摇滚、,动感、爱情、慵懒、浪漫、放松、咖啡厅、旅游、,英语,83,
Tu Vuo' Fa L'Americano (Vocal),Jude Law、,原声带、,动感、活力、放松、,意大利语,106,
Smoke Gets in Your Eyes,Massimo Farao'、,爵士、,,欧美,,
as Time Goes by,Peggy Lee、,爵士、,抒情、悲伤、慵懒、放松、KTV、,英语,,
Was I To Blame (for Falling In Love With You),John Sheridan、Bob Barnard、,爵士、,,英语,,
Why Try to Change Me Now,Arnett Cobb、Red Garland Trio、,,,英语,,
August,mama!milk、,爵士、,舞会、浪漫、爱情、放松、,纯音乐,87,
Bunny,Gerry Mulligan、,,,纯音乐,,
"The Rain, The Moon and You",Berk & The Virtual Band、,爵士、,,纯音乐,,
Summer Place Theme,Percy Faith、,原声带、,,纯音乐,,
The Last Waltz,Geoff Love、,流行、,,纯音乐,134,
CRAZY,Candy Dulfer、,爵士、,动感、活力、,英语,132,
I DO,Candy Dulfer、,爵士、,动感、活力、,英语,145,
True & Tender,Candy Dulfer、,爵士、,,英语,73,
Long Night out (feat. Candy Dulfer),Brian Culbertson、Jonathan Butler、,爵士、,动感、活力、,英语,90,
"Finsbury Park, Cafe 67 (2007 Version)",Candy Dulfer、,爵士、,,,78,
Supernatural,Candy Dulfer、,爵士、,,,129,
My Love,Candy Dulfer、,流行、,,英语,132,
STOP ALL THAT NOISE,Candy Dulfer、,爵士、,,英语,,
FLAME,Candy Dulfer、,爵士、,,纯音乐,122,
Tambores,Candy Dulfer、,爵士、,,,,
My Funk,Candy Dulfer、,爵士、嘻哈说唱、,动感、活力、,英语,106,
Music = Love,Candy Dulfer、,爵士、,,英语,,
What Does It Take (To Win Your Love For Me),Candy Dulfer、,爵士、流行、,,英语,,
It's My Life,Candy Dulfer、,流行、,,英语,,
2025,Candy Dulfer、,爵士、节奏布鲁斯-放克、,动感、活力、,英语,121,
HEY NOW,Candy Dulfer、,爵士、,,英语,,
IN OR OUT,Candy Dulfer、,爵士、,,英语,,
Valdez in the Country,Candy Dulfer、Maceo Parker、,流行、,,英语,,
ELECTRIC BLUE,Candy Dulfer、,,,英语,,
SoulSax,Candy Dulfer、,爵士、,,,,
CALLING NEXT DOOR,Candy Dulfer、,爵士、,,纯音乐,,
COMPLIC8ED LIVES,Candy Dulfer、,爵士、,动感、活力、,英语,123,
ROCKET ROCKET,Candy Dulfer、,爵士、,,英语,,
PLEASE DON'T STOP,Candy Dulfer、,爵士、,,英语,,
Dance 'till you bop,Candy Dulfer、,节奏布鲁斯-放克、流行、,动感、快乐、活力、,纯音乐,121,
Be Cool,Candy Dulfer、,爵士、,,,,
Lost and Gone,Candy Dulfer、,流行、,,纯音乐,121,
Play a Little Game,Candy Dulfer、,流行、,,英语,,
By the Cathedral,Keren Ann、,民谣、,慵懒、放松、,英语,73,
Black Magic Woman,Patricia Barber、,原声带、,,纯音乐,,
Stardust,Lyambiko、,爵士-爵士蓝调、,洒脱、轻快、快乐、,英语,,
Calypso Blues,罗玧宣、,爵士、,慵懒、放松、清新、,国语,120,
Hot Sauce,Winterplay、,爵士、,,英语,110,
Ain't No Sunshine,Jacqui Naylor、,爵士、,,英语,,
In The Wee Small Hours Of The Morning,Barbra Streisand、Diana Krall、,爵士、,慵懒、放松、,英语,,
Black Is The Colour Of My True Love's Hair,Lyambiko、,爵士-爵士蓝调、,,英语,,
Cry on My Shoulder,Melissa McClelland、,流行、,KTV、放松、慵懒、感人、抒情、,英语,111,
Columbus,Christy Baron、,,,英语,,
Je T'Aime,Kelly Sweet、,流行-欧美流行、,放松、治愈、,英语,110,
金枝欲孽 -咏叹调,徐美澜、,,悲伤、孤独、,,,
Ain't No Sunshine,Jacqui Naylor、,爵士、,爱情、,英语,,
Marilyn et John,Jorane、,另类/独立、,抒情、悲伤、,法语,,
'S Wonderful,Lyambiko、,爵士-爵士蓝调、,,英语,,
李香兰,林忆莲、,流行-粤语流行、,抒情、悲伤、放松、,粤语,74,
静夜思,龚琳娜、,中国音乐、,悲伤、孤独、,国语,129,
被遗忘的时光,王韵壹、瑞鸣音乐、,流行-华语流行、,,国语,,
Besame Mucho,罗玧宣、,爵士、,慵懒、放松、,国语,,
Blue Moon,Jacqui Naylor、,爵士、,,,,
Tender as a Rose,Aga Zaryan、,爵士、,,英语,,
酒醉的探戈,蒋毓、,流行、,,华语,,
She brings the Rain,Can、,原声带、,动感、爱情、浪漫、放松、,英语,107,
The Color Of You,Lisa Ekdahl、,爵士、,清新、放松、咖啡厅、,英语,116,
Somethin' Stupid,Andy Williams、,流行-成⼈时代、,,英语,95,
Here It Is,Luciana Souza、,爵士、流行、,,英语,,
男と女　-GRANDIS MIX-,Clémentine、,爵士、流行、,,,,
Solace,Scott Joplin、,原声带-游戏原声、,悲伤、放松、,纯音乐,101,
Weeping Willow,Scott Joplin、,爵士、古典、,可爱、快乐、放松、,法语,179,
The Easy Winners,Scott Joplin、,爵士-拉格泰姆、,可爱、快乐、放松、,法语,90,
Original Rags,Scott Joplin、,爵士、,抒情、,法语,173,
Bethena,Scott Joplin、,爵士、,可爱、快乐、放松、,法语,126,
Stoptime Rag,Scott Joplin、,爵士、,可爱、快乐、放松、,法语,,
The Cascades,Scott Joplin、,爵士、,,法语,99,
Scott Joplin's New Rag,Scott Joplin、,爵士、,可爱、快乐、放松、,法语,99,
Pleasant Moments,Scott Joplin、,爵士、,,法语,,
The Chrysanthemum,Scott Joplin、,爵士、,,法语,,
Wall Street Rag,Scott Joplin、,爵士、,,法语,,
A Real Slow Drag,Scott Joplin、,爵士、,可爱、快乐、放松、咖啡厅、,纯音乐,,
Aereal Slow Rag,Scott Joplin、,,,,,
Paragon Rag,Scott Joplin、,爵士、,,纯音乐,168,
Lily Queen,Scott Joplin、,,,英语,,
Swipesy,Scott Joplin、,爵士、,,纯音乐,,
Cleopha,Scott Joplin、,爵士、,,英语,,
Country Club,Scott Joplin、,爵士、,,英语,,
A Breeze from Alabama,Scott Joplin、,爵士、,,英语,,
Reflection Rag,Scott Joplin、,,,纯音乐,,
The Chrisanthenum,Scott Joplin、,,,,,
Leola,Scott Joplin、,,,英语,,
The Sycamore,Scott Joplin、,爵士、,,英语,,
Please Say You Will,Scott Joplin、,,,,,
Harmony Club Waltz,Scott Joplin、,,,,,
Swipesy - Cake Walk,Scott Joplin、,,,纯音乐,,
Pineapple Rag,Scott Joplin、,,,英语,,
The Maple Leaf Rag,Turk Murphy、,爵士、,,英语,,
Scott Joplins Best Rags,Scott Joplin、,流行、,,,,
Cascades,Scott Joplin、,,,,,
Magnetic Rag,Scott Joplin、,爵士、,咖啡厅、快乐、放松、可爱、,,178,
The Favourite,Scott Joplin、,流行、,,,,
Miss V,Dave Valentin、,爵士、,,英语,,
Can't Change My Heart,Dave Valentin、,爵士、,,英语,,
Grandslam,Dave Valentin、,爵士、,,英语,,
The Village,Dave Valentin、,爵士、,,英语,,
Am-FM,Dave Valentin、,,,英语,,
Chris Cross,Dave Valentin、,,,英语,,
Prince of Wands,Dave Valentin、,,,英语,,
Prelude to a Kiss,Dave Valentin、,爵士、,,英语,,
Musical Portraits,Dave Valentin、,爵士、,,,,
Lady Laurie,Dave Valentin、,爵士、,,,,
Cat Tail,Dave Valentin、,爵士、,,,,
Winter Sunset,Dave Valentin、,爵士、,,,,
Firecracker,Dave Valentin、,爵士、,,,,
The Day That You Love Me (El Dia Que Me Quieras),Dave Valentin、,爵士、,,,,
"Venus, Brazil",Dave Valentin、,爵士、,,,,
King Of The White Cloth,Dave Valentin、,爵士、,,,,
Little Puerto Rico,Dave Valentin、,爵士、,,,,
Prelude To A Kiss,Dave Valentin、,爵士、,,,,
Meet You at the Coda,Dave Valentin、,爵士、,,英语,,
Passion Fruit,Dave Valentin、,爵士、,,英语,,
I've Got the World on a String,Dave Valentin、,爵士、,,英语,,
I Remember You,Dave Valentin、,爵士、,,英语,,
Bronx Serenade,Dave Valentin、,爵士、,,英语,,
I'll See You in a Second,Dave Valentin、,爵士、,,英语,,
Samba Timba,Dave Valentin、,爵士、,,英语,,
For the King Mr. Puente,Dave Valentin、,爵士-拉丁爵士、,,英语,,
Drop a Dime,Dave Valentin、,爵士-拉丁爵士、,,英语,,
Zig Zag,Dave Valentin、,爵士、,,英语,,
San Juan,Dave Valentin、,爵士、,,,,
Samba For Denise,Dave Valentin、,爵士、,,,,
Morning Light,Dave Valentin、,爵士、,,,,
Primitive Passions,Dave Valentin、,爵士、,,,,
Someone To Watch Over Me,Dave Valentin、,爵士、,,,,
The Old Man (El Viejo),Dave Valentin、,爵士、,,,,
Enchantment,Dave Valentin、,爵士-拉丁爵士、,,,,
Equinox,Dave Valentin、,爵士、,,,,
Wasabi,Dave Valentin、,爵士、,,,,
Keep On And On,Dave Valentin、,爵士、,,,,
Reunion,Dave Valentin、,爵士、,,英语,,
Sunshower,Dave Valentin、,爵士、,,荷兰语,,
Embers,Dave Valentin、,爵士、,,英语,,
Bandit,Dave Valentin、,爵士、,,英语,,
Porkchops,Dave Valentin、,爵士、,,英语,,
I Got It Bad And That Ain't Good,Dave Valentin、,爵士、,,英语,,
Subway Six,Dave Valentin、,爵士、,,英语,,
Sierra Madre,Dave Valentin、,爵士、,,西班牙语,,
Feelin' Alright,Dave Valentin、,爵士、,,英语,,
Space Cadet,Dave Valentin、,爵士、,,英语,,
Mañana de Carnaval,Natalie Cole、,爵士、流行-成⼈时代、,KTV、放松、,西班牙语,,
恋だね,久石譲、,原声带-电影原声、原声带-动画片原声、,抒情、,纯音乐,83,
ときめき,久石譲、,原声带-电影原声、原声带-动画片原声、轻音乐、,平静、放松、冥想、,纯音乐,97,
Mona Lisa,Natalie Cole、,爵士、流行、,KTV、抒情、悲伤、放松、,英语,,
Acércate Más (Duet with Nat ''King'' Cole),Natalie Cole、,爵士、流行-成⼈时代、,KTV、放松、动感、,西班牙语,101,
Acérate Más,Paquito D'Rivera、,爵士、拉丁音乐、,爱情、浪漫、放松、咖啡厅、,,105,
Laughter in the Rain,David Osborne、,爵士、轻音乐、,放松、平静、,纯音乐,107,
All Around,Bebel Gilberto、,,,英语,,
Aganju,Bebel Gilberto、,爵士-巴萨诺瓦、,,葡萄牙语,,
Katerina's,Guitarra Azul、,世界音乐-弗拉门戈、,快乐、,纯音乐,119,
Siempre,Guitarra Azul、,世界音乐-弗拉门戈、,放松、清新、冥想、,英语,137,
Casa Que Era Minha,Ivan Lins、Marcos Valle、Joyce Moreno、,世界音乐、,,葡萄牙语,,
Aganju,Bebel Gilberto、,爵士-巴萨诺瓦、世界音乐、,,法语,,
The Girl From Ipanema,Stan Getz & João Gilberto、,爵士-融合爵士、爵士-巴萨诺瓦、,,英语,,
Porta Entreaberta (Live),Ivan Lins、,世界音乐、拉丁音乐、,,葡萄牙语,,
"Can't Take My Eyes off of You (From ""Jersey Boys"")",John Lloyd Young、,摇滚、,热血、动感、,英语,64,
Choro Das Aguas,Ivan Lins、,爵士-融合爵士、,抒情、慵懒、放松、,葡萄牙语,74,
Chega,Ivan Lins、,爵士、拉丁音乐-巴西全域音乐、,慵懒、放松、,葡萄牙语,,
Rei do Carnaval,Ivan Lins、,爵士、拉丁音乐-巴西全域音乐、,,葡萄牙语,,
Noite Para Festajar (Brazil),Ivan Lins、,,,,,
Qualquer Dia,Ivan Lins、,爵士-融合爵士、,放松、,葡萄牙语,132,
13 jours en France,Francis Lai、Orchestra Maffei String Quartet、,原声带、,甜蜜、爱情、洒脱、幸福、快乐、正能量、,纯音乐,,
Hold Up,MC Eiht、,嘻哈说唱、,,英语,,
I Thought I Saw Your Face Today,She & Him、,另类/独立、,爱情、慵懒、浪漫、放松、咖啡厅、,英语,78,
La nonna Magdalena,Mina、,流行、,,,,
Remember Me,KilCool、,流行-欧美流行、,动感、,英语,88,
La Cafetería,ward wills、,轻音乐、,动感、,英语,90,
La Java Va Bien,French Accordion、,爵士-融合爵士、,爱情、浪漫、舞会、,纯音乐,72,
Aunque no sea conmigo (feat. Café Tacvba),Celso Piña y su Ronda Bogotá、,流行、,动感、放松、,西班牙语,179,
The Look Of Love,Tina Arena、,另类/独立、,放松、慵懒、清新、,英语,,
Chameleon,Herbie Hancock、,爵士、节奏布鲁斯-放克、,,,108,
Expansions,Lonnie Liston Smith、,,,英语,,
Cristo Redentor,Donald Byrd、,爵士、,,纯音乐,,
Memphis Underground,Herbie Mann、,爵士、,,英语,,
Red Clay (Alternate Version),Freddie Hubbard、,爵士、,,,,
Get On Up Get On Down,Roy Ayers、,爵士、节奏布鲁斯、,,英语,,
Walking In Rhythm,Blackbyrds、,节奏布鲁斯、,,,,
Watermelon Man,Herbie Hancock、Quincy Jones、,爵士、,,英语,,
"We Live In Brooklyn, Baby",Roy Ayers、,,,纯音乐,,
"Hold On, I'm Comin'",Herbie Mann、,爵士、,轻快、快乐、活力、动感、,英语,,
Quiet Afternoon (Live),Stanley Clarke、,爵士、,,,,
The Dancer,Stanley Clarke、,流行、,,纯音乐,,
I Wanna Be Where You Are,Bob Baldwin、,爵士、,快乐、爱情、浪漫、放松、,纯音乐,120,
A LIttle Pianissimo,McCoy Tyner、Ron Carter、Sonny Rollins、,,,,,
10 to 11,Hiram Bullock、,,,纯音乐,,
Everybody Knows That,Karl Denson's Tiny Universe、,流行、,,英语,,
Squib Cakes,Poncho Sanchez、,爵士、,,,,
Rising,Mezzoforte、,,,英语,,
Karabali,Herbie Hancock、,爵士、,,,,
Something You Said,David Benoit、,爵士、,,纯音乐,76,
Me and My Ego,Marc Moulin、,流行、,,英语,,
J Dillalude,Robert Glasper、,爵士、,,,,
"Miles Runs the Voodoo Down (Live) - Live at the Newport Jazz Festival, Newport, RI,",Miles Davis、,爵士、,,,,
Galaxia,Gipsy Kings、,拉丁音乐-拉丁热带、,动感、梦幻、放松、,,115,
Giants Steps,New york voice、,爵士、,,纯音乐,,
Darn That Dream,New york voice、,爵士、,,英语,,
写一首歌,顺子、,流行-华语流行、,抒情、思念、KTV、,国语,127,
Like Someone In Love,Mike Stern、,爵士、,,,,
献给艾丽的歌,张乐、,爵士、流行、,放松、KTV、,华语,,
Giant Steps,陈晓俊、,爵士、流行、,,,,
Not You Kind Of Girl,飞NX、,流行、,,英语,,
2037,陈晓俊、,爵士、,,,,
When I Practice With a Bee,肖骏、,世界音乐、,,纯音乐,,
BeautifulDay,庞志鹏、,乡村、,,,,
Secret Treetop,陈宣羽、,,,英语,,
Overemotional (Tiny Room Sessions),Greg Spero、MonoNeon、Robert 'Sput' Searight、Ruslan Sirota、,爵士、,,英语,,
Kaleidoscopes (Tiny Room Sessions),Greg Spero、Transviolet、,爵士、,,英语,,
The Hamptons (Tiny Room Sessions),Greg Spero、Transviolet、,爵士、,,英语,,
Actual Proof (Tiny Room Sessions),Greg Spero、Kris Myers、Benjamin Shepherd、,爵士、,,英语,,
Say It Loud (Tiny Room Sessions),"Greg Spero、MonoNeon、Ronald Bruner, Jr.、Ruslan Sirota、",节奏布鲁斯-灵魂乐、,梦幻、放松、动感、冥想、,英语,127,
Easily Offended (Tiny Room Sessions),Greg Spero、MonoNeon、Ruslan Sirota、Chesley Allen、,爵士、,,英语,,
Halloween (Tiny Room Sessions),"Greg Spero、MonoNeon、Ronald Bruner, Jr.、Ruslan Sirota、",节奏布鲁斯-灵魂乐、,,英语,,
Maps (Tiny Room Sessions),Greg Spero、Spirit Fingers、Hadrien Feraud、Dario Chiazzolino、Mike Mitchell、,爵士、,,英语,116,
Rise Up (Tiny Room Sessions),Greg Spero、MonoNeon、Ruslan Sirota、Chesley Allen、,爵士、,放松、,英语,160,
Drown Me (Tiny Room Sessions),Greg Spero、Transviolet、,爵士、,,英语,,
Highly Overdue (Tiny Room Sessions),Greg Spero、J'von、Lido、,节奏布鲁斯-灵魂乐、,,英语,,
Really Mad (Tiny Room Sessions),Greg Spero、MonoNeon、Robert 'Sput' Searight、Ruslan Sirota、,爵士、,,英语,,
Green Light (Tiny Room Sessions),Greg Spero、MonoNeon、Robert Sput Searight、Ruslan Sirota、,爵士、节奏布鲁斯-灵魂乐、,,,,
Four Fifths (Tiny Room Sessions),Greg Spero、MonoNeon、Ruslan Sirota、Chesley Allen、,爵士、,,英语,,
"Sand, Sun and Flower (Tiny Room Sessions)","Greg Spero、MonoNeon、Ronald Bruner, Jr.、",爵士、,,英语,,
Billy Boy (Tiny Room Sessions),Greg Spero、Benjamin Shepherd、Kris Myers、,爵士、,,英语,,
California (Tiny Room Sessions),Greg Spero、Anthony Russo、,流行、,,英语,,
Wood Floors (Tiny Room Sessions),Greg Spero、J'von、Lido、,爵士、,,英语,98,
Being (Tiny Room Sessions),Greg Spero、Spirit Fingers、Hadrien Feraud、Dario Chiazzolino、Blaque Dynamite、,爵士、,,英语,,
Azul (Tiny Room Sessions),Greg Spero、MonoNeon、Robert 'Sput' Searight、Ruslan Sirota、,爵士、,,英语,140,
Find (Tiny Room Sessions),Spirit Fingers、Hadrien Feraud、Greg Spero、Dario Chiazzolino、Mike Mitchell、,爵士、,,英语,,
Inside (Tiny Room Sessions),Greg Spero、Spirit Fingers、Hadrien Feraud、Dario Chiazzolino、Blaque Dynamite、,爵士、,,英语,,
Touchy (Tiny Room Sessions),"Greg Spero、Ronald Bruner, Jr.、MonoNeon、",爵士、,,英语,,
Turquoised (Tiny Room Sessions),"Greg Spero、MonoNeon、Ronald Bruner, Jr.、Ruslan Sirota、",爵士、,,英语,117,
Undo (Tiny Room Sessions),Greg Spero、Transviolet、,爵士、,,英语,,
You Don't Know What Love Is (Tiny Room Sessions) (Bonus take),Greg Spero、Kris Myers、Benjamin Shepherd、,爵士、,,纯音乐,189,
Alice In Wonderland (Tiny Room Sessions),Greg Spero、Benjamin Shepherd、Kris Myers、,爵士、,,英语,,
Video Game Soundtrack (Tiny Room Sessions),Greg Spero、MonoNeon、Robert 'Sput' Searight、Ruslan Sirota、,爵士、,,英语,,
October Life (Tiny Room Sessions),Greg Spero、MonoNeon、Robert 'Sput' Searight、Ruslan Sirota、,节奏布鲁斯-灵魂乐、,,英语,,
"Softly, As in a Morning Sunrise (Tiny Room Sessions)",Greg Spero、Terreon Gully、Curtis Taylor、Bob Reynolds、Benjamin Sheperd、Geoffrey Keezer、,爵士、,,英语,,
Spherical (Tiny Room Sessions),Greg Spero、Terreon Gully、Geoffrey Keezer、Benjamin Sheperd、Bob Reynolds、Curtis Taylor、,爵士、,,英语,,
Almost Like Being In Love,Lester Young With The Oscar Peterson Trio、,爵士、,咖啡厅、动感、慵懒、放松、活力、轻快、幸福、快乐、抒情、,欧美,,
All I Need Is You,Peggy Lee、,流行、,,,,
Somebody Nobody Loves (Remastered),Peggy Lee、Benny Goodman、,爵士、,,英语,133,
The Gypsy,Charlie Parker、,爵士、,咖啡厅、放松、浪漫、爱情、,英语,129,
