歌名,歌手,曲风,推荐标签,语种,BPM,乐评
ideal white,綾野ましろ、,二次元-动漫主题曲、,热血、动感、,日语,180,
回レ! 雪月花,原田ひとみ、茅野愛衣、小倉唯、,二次元-动漫主题曲、,热血、抒情、动感、可爱、快乐、思念、活力、,日语,160,
紅蓮の弓矢,Linked Horizon、,原声带、二次元-动漫主题曲、,热血、动感、极限运动、,日语,90,
fairytale,Kalafina、,二次元-动漫主题曲、流行-日本流行、,抒情、,日语,84,
緋色の空,川田まみ、,二次元-动漫主题曲、,热血、清新、动感、放松、,日语,169,
Enigmatic Feeling,凛として時雨、,二次元-动漫主题曲、,热血、动感、,日语,141,
Dear My Friend -まだ見ぬ未来へ-,ELISA、,流行-日本流行、,动感、可爱、快乐、,日语,128,
disillusion-2010-,タイナカ彩智、,原声带、,热血、动感、,日语,84,
crossing field,LiSA、,原声带、二次元-动漫歌曲、,热血、抒情、动感、可爱、快乐、活力、激烈、感人、,日语,89,
code,タイナカ彩智、,流行、,热血、动感、,日语,,
courage,戸松遥、,二次元-动漫主题曲、流行-日本流行、,热血、动感、,日语,98,
Beautiful World,宇多田ヒカル、,二次元-动漫原声带、流行-日本流行、,抒情、动感、放松、治愈、,日语,115,
緋を想う天,Saga Novel、,电子、,放松、冥想、,纯音乐,84,
Secret Melody,Amateras Records、,二次元-同人作品、,动感、活力、放松、,纯音乐,,
画期的なてゐ,cYsmix、,二次元-東方Project、,活力、动感、放松、,纯音乐,,
この青空と流れる雲に,Foxtail-Grass Studio、,二次元-東方Project、,动感、活力、,纯音乐,61,
幻想テレグノシス,はちみつれもん、,二次元-同人作品、,梦幻、可爱、快乐、放松、,纯音乐,,
Merryland,BOYZ PARTY、,二次元-東方Project、,可爱、快乐、动感、,纯音乐,,
盤上で踊れ,スピークロウ、,轻音乐、,可爱、快乐、放松、,纯音乐,,
Urahara ff,EastNewSound、,二次元-東方Project、,动感、活力、,纯音乐,139,
Sizzle [Future Bass],Eris、,二次元-同人作品、,动感、快乐、活力、轻快、,纯音乐,,
Wings of my life (Instrumental),DiGiTAL WiNG、,二次元-東方Project、,,纯音乐,,
「御射山御狩神事」,AUKB.、,,,,,
「夢想封印」,AUKB.、,,,,,
night（original mix）,NANO-FXXKYIG、,流行、,,,,
Q,魂音泉、,二次元-東方Project、,悲伤、,纯音乐,90,
-紅楼-,狐の工作室、,二次元-同人作品、,热血、动感、梦幻、放松、,纯音乐,,
にとりたび,魂音泉、,二次元-東方Project、,动感、快乐、活力、,纯音乐,129,
"New days, New winds",アベニュールーム、,二次元-東方Project、,,纯音乐,,
Endless Feast,MiyakTik、,轻音乐、,轻快、快乐、,,,
Lycoris isolation,EastNewSound、,二次元-東方Project、,动感、可爱、快乐、活力、,纯音乐,147,
Vampirish Nightscape,Chahanex、atabo、,二次元-東方Project、,动感、活力、清新、快乐、放松、,日语,146,
drawing newstory,群雨アンブレイラ、,二次元-東方Project、,,纯音乐,,
LOG,FELT、,二次元-同人作品、,悲伤、平静、梦幻、抑郁、放松、,纯音乐,80,
東方美人,街角麻婆豆、,二次元-東方Project、,可爱、快乐、放松、,纯音乐,134,
いつまでもどこまでも,かいりきベア、,二次元-東方Project、,轻快、快乐、,日语,,
Innocent Treasures (Tsukishiro Hikari Remix),月代彩、,电子、,平静、梦幻、放松、治愈、,纯音乐,85,
re,Pearls Before Swine、,二次元、,热血、动感、冥想、,纯音乐,76,
まほろば,流派未月亭、,二次元-東方Project、,平静、可爱、快乐、放松、,纯音乐,80,
Memories:Overflow,発熱巫女~ず、,二次元-同人作品、,动感、可爱、快乐、,纯音乐,120,
Real of Fake (inst),Kaztora、,二次元-同人作品、二次元-动漫歌曲、,动感、可爱、快乐、,纯音乐,,
幽霊客船の時空を越えた旅,彩音 ~xi-on~、,二次元-同人作品、,动感、活力、,纯音乐,,
N.I.G.H.T.M.A.R.E. -Off Vocal-,Applice、,二次元-同人作品、,抒情、,,,
幻灯花,魂音泉、,二次元-東方Project、,放松、,纯音乐,102,
初雪,clocknote.、,轻音乐、,冥想、放松、,纯音乐,125,
AM7:15,Eris、,二次元-同人作品、电子、,动感、活力、,纯音乐,145,
ZEIT DES MONDLICHTS (Instrumental Version),Babbe Music、,二次元-同人作品、,热血、动感、活力、,纯音乐,128,
幽梦 ~ Inanimate Dream-戦国Arr.- (幽梦/东方幻想郷より),Coolier、,二次元、,热血、动感、放松、治愈、,纯音乐,,
514,Maritumix、,电子、,快乐、可爱、动感、,纯音乐,67,
One stroke sketch,tigerlily、,二次元、电子、,放松、,纯音乐,60,
Flying in Wonderland(真夏の妖精の夢/蠢々秋月 ～ Mooned Insect),MiyakTik、,,学习、平静、放松、可爱、快乐、,纯音乐,,
Cold Sleep,プレミアムプレミ屋、,二次元-東方Project、,动感、可爱、快乐、,纯音乐,,
Move forward,四面楚歌、,二次元-東方Project、,平静、梦幻、快乐、放松、轻快、,纯音乐,89,
Bordeaux,flap+frog、,二次元-同人作品、,清新、可爱、快乐、放松、治愈、,纯音乐,,
Ghost Funktion,TLi-synth、,爵士、,慵懒、放松、酒吧、,纯音乐,92,
heartfelt fancy,佐藤ライア、,二次元-同人作品、,快乐、放松、,纯音乐,136,
aerial crossover(渡る者の途絶えた桥),Fino、,二次元-同人作品、,动感、梦幻、放松、,纯音乐,124,
White ruin infinite,FELT、,二次元-同人作品、,悲伤、梦幻、放松、冥想、,纯音乐,130,
POP | CULTURE 9,Masayoshi Minoshima、,二次元-同人作品、,放松、冥想、,纯音乐,,
endless repeat,MK (JPN)、,二次元-同人作品、,动感、快乐、活力、,纯音乐,,
You're a flame in my heart,ZestnicK、,二次元-同人作品、,,日语,,
Voyage of moonlight night,Maji、,二次元、,,纯音乐,,
indefinitely (instrumental),Amateras Records、,二次元-同人作品、,动感、活力、,纯音乐,,
CONTROVERSY,発熱巫女~ず、,二次元-東方Project、,动感、悲伤、抑郁、,纯音乐,,
イタズラものたちの行進,ジャージと愉快な仲間たち、,二次元-同人作品、,清新、放松、,纯音乐,62,
Paranoid Lost,Halozy、,二次元-同人作品、,热血、动感、快乐、轻快、,纯音乐,175,
さあさあつまれ,WhiTECHNO、,二次元-東方Project、,梦幻、可爱、快乐、放松、,纯音乐,,
童祭 ～ Innocent Treasures,上海アリス幻樂団、,二次元-東方Project、,梦幻、可爱、快乐、放松、,纯音乐,76,
STELLAR,魂音泉、,二次元-東方Project、,动感、,纯音乐,129,
最凶最悪の華言葉,ちぇあ、,二次元、,热血、动感、梦幻、可爱、快乐、放松、,纯音乐,89,
Intro ~EXP~,TINY PLANETS、,二次元-東方Project、,冥想、,纯音乐,169,
Flame of Nuclear,Maritumix、,电子、,热血、动感、活力、,纯音乐,84,
Artificial Life,Maritumix、,电子、,动感、活力、放松、,纯音乐,,
SNOW PRINT/天空の花の都,N-tone、,二次元-同人作品、,放松、,纯音乐,114,
「廻る幻想郷」,Liz Triangle、ごりら公園、東方保育所、,二次元-東方Project、,热血、抒情、动感、梦幻、放松、,纯音乐,,
Reversal,ESQUARIA、,电子-Complextro、,动感、活力、,纯音乐,127,
プレジャー・トリップ,清水達也、,二次元-東方Project、,,,,
柳ニ風,流派未月亭、,二次元-同人作品、,平静、放松、,纯音乐,90,
eternity sky...,水夏える、,二次元-東方Project、流行、,可爱、快乐、放松、,纯音乐,104,
Power Hope (原题:明日ハレの日、ケの昨日),IRON ATTACK!、,二次元-同人作品、,热血、动感、,纯音乐,,
不可能弾幕には反則を,上海アリス幻樂団、,二次元-東方Project、,热血、动感、可爱、快乐、,纯音乐,157,
solar flare,発熱巫女~ず、,二次元-東方Project、,动感、可爱、快乐、,纯音乐,,
明けの霞月,Foxtail-Grass Studio、,二次元-同人作品、,动感、梦幻、可爱、快乐、放松、,纯音乐,95,
水鏡,群雨アンブレイラ、,二次元-東方Project、,热血、动感、可爱、快乐、,纯音乐,,
Thanks-厄神様-,ばんばんしー、,二次元-同人作品、,梦幻、放松、,纯音乐,89,
autumn road,ばんばんしー、,二次元-同人作品、,可爱、快乐、放松、,纯音乐,132,
MOONLIGHT (INSTRUMENTAL),羽鳥風画、,,放松、KTV、,纯音乐,,
MISOGI,oiko、,二次元-同人作品、,梦幻、可爱、快乐、放松、冥想、,纯音乐,85,
光と影の魔宝城,Mace's Secret Base、,二次元、,梦幻、放松、热血、动感、可爱、快乐、,纯音乐,,
緋色の雪/緋想天,N-tone、,二次元-同人作品、,可爱、快乐、放松、,纯音乐,98,
うたかたの风と蝉时雨,FELT、,二次元-同人作品、,平静、放松、,纯音乐,76,
阳炎の都、白日の租界　　(上海红茶馆~Chinese Tea),趣味工房にんじんわいん、,二次元-東方Project、,抒情、思念、放松、治愈、学习、,纯音乐,77,
Tragedy,Amateras Records、,二次元-同人作品、,,纯音乐,,
Rainbow starlight,Rigune、,,,,,
持衰の末裔,四面楚歌、,二次元-東方Project、,抒情、,,,
路地裏のセカイ,四面楚歌、,二次元-東方Project、,抒情、,纯音乐,,
ナイト・オブ・ナイツ,ビートまりお、,二次元、,活力、动感、洒脱、,纯音乐,89,
Saigetsu(ginkiha hardcore remix),ginkiha、,电子、,动感、可爱、快乐、活力、,纯音乐,86,
Baby Bottle,美有耳虚無頭、,二次元-同人作品、,可爱、快乐、放松、,纯音乐,113,
旅烏のメランコリー,豚乙女、,二次元-東方Project、,可爱、快乐、放松、,纯音乐,124,
869mi2,流派未階堂、,二次元-東方Project、轻音乐、,放松、,纯音乐,129,
泪苔,Foxtail-Grass Studio、,二次元-東方Project、,放松、,纯音乐,55,
過ぎ去る年は柔らかい幻想を運ぶ,上海アリス幻樂団、,二次元-同人作品、,梦幻、可爱、快乐、放松、,纯音乐,,
置き伞妖怪囃子,dBu music、,二次元-同人作品、,动感、活力、放松、,纯音乐,,
BULLET TRAIN 36 [INTRO],SOUND HOLIC、,二次元-東方Project、,,,,
Sakura time,TUMENECO、,二次元-同人作品、,,纯音乐,,
白冬,TUMENECO、,二次元-同人作品、,,纯音乐,,
涼夏,TUMENECO、,二次元-同人作品、,,,,
コンパクト@モバイル -LNB7 Remix- [ inst ],Aftergrow、,二次元-東方Project、,,,,
幽霊楽団 - Fantastic dream style Take2 -,S-STYLE、,轻音乐、,平静、梦幻、放松、,纯音乐,107,
少女綺想曲 ~Dream Battle,幻華楽、,二次元-同人作品、,悲伤、放松、治愈、孤独、,纯音乐,129,
驱魔棒棒糖（Cover ZUN）,Voyage21s、,流行、,可爱、快乐、放松、,,,
輝く針の小人族 ~ Little Princess,Pizuya's Cell、,二次元-同人作品、,热血、动感、,纯音乐,,
Ganba Reimu,魂音泉、,二次元-東方Project、,动感、可爱、快乐、,纯音乐,162,
Neverending Tea Party (Instrumental Version),Frozen Starfall、,二次元-同人作品、,,纯音乐,,
Weg der Freiheit (Instrumental Version),Frozen Starfall、,二次元-同人作品、,动感、快乐、活力、轻快、,,,
in confusion (instrumental),くさかべゆま、,二次元、,,纯音乐,,
Ruins,LiLA'c Records、,二次元、,,,,
錦上添花,Cerotte、,二次元、,快乐、可爱、热血、动感、,纯音乐,142,
今日ぞハレの日、われらが祭り,Forest306、,二次元-東方Project、,放松、冥想、,纯音乐,77,
月の雫・改,ししまいブラザーズ、,二次元-東方Project、,可爱、快乐、放松、,纯音乐,127,
武陵桃源(神々が恋した幻想郷 [东方风神録]),狐兎疋、,二次元-東方Project、,可爱、快乐、放松、,纯音乐,136,
Cattleya,Foxtail-Grass Studio、,二次元-東方Project、,梦幻、可爱、快乐、放松、,纯音乐,130,
ESCAPE,Babbe Music、,二次元-同人作品、,热血、动感、活力、,纯音乐,130,
LET ME BE YOUR STAR (Instrumental Version),Babbe Music、,二次元-同人作品、,,纯音乐,127,
LAST REMOTE (Babbe Remix Instrumental Version),Babbe Music、,二次元-同人作品、,热血、动感、放松、,纯音乐,,
INVISIBLE OBSERVER [Separate instrumental version],Babbe Music、,二次元-同人作品、,,纯音乐,,
At the Sacrifice,XL project、,二次元-東方Project、,,纯音乐,,
WILLOW SPARK!! -tks- Remix-,CrossGear、,二次元、,,纯音乐,,
Blowin' In The Wind,CrossGear、,二次元、,热血、动感、梦幻、放松、,纯音乐,,
Into the abyss,Maritumix、,电子、,动感、可爱、快乐、,纯音乐,136,
極月の憂色,K2 SOUND、,二次元-同人作品、,可爱、快乐、,纯音乐,,
感情の摩天楼,SPACELECTRO、,二次元-同人作品、,动感、活力、放松、,纯音乐,,
Your Eyes Only,Kissing the Mirror、魂音泉、,二次元-同人作品、,动感、冥想、,纯音乐,100,
Nostalgia,IZMIZM、,二次元、,,纯音乐,,
moon collider,ESQUARIA、,二次元-東方Project、,动感、可爱、快乐、,纯音乐,132,
white clear,Syrufit、,二次元-同人作品、,悲伤、抑郁、孤独、,纯音乐,127,
LaFrance!?,流派未階堂、,二次元-東方Project、轻音乐、,可爱、快乐、放松、,纯音乐,129,
Last Dancer,oiko、,二次元-同人作品、,放松、治愈、,纯音乐,90,
ひとしずく,きりん、,二次元-東方Project、,动感、可爱、快乐、,日语,152,
Reincarnation,ばんだいく、,二次元-東方Project、,,纯音乐,,
Reincarnation -inst version-,源屋、,流行、,,,,
几星霜の夜空(inst.),Amateras Records、,二次元-同人作品、,,纯音乐,,
淡明影炎,Tomoya、,流行、,,纯音乐,,
サヨナラの距離,Tomoya、,二次元-同人作品、,,,,
触れられない優しさ,ねろ、,二次元-同人作品、,,,,
燐とした憐れみ,溝口ゆうま、,二次元-同人作品、,,,,
Closed To You(inst.),Amateras Records、,二次元-同人作品、,,纯音乐,,
「ただいま」を、「おかえり」を (Instrumental),きりん(EastNewSound)、,二次元-同人作品、,,纯音乐,,
ミ・ダ・ラ☆フォーリンラブ,Amateras Records、,二次元-同人作品、,,纯音乐,,
akasha-assembly [Tracy Remix],Amateras Records、,二次元-同人作品、,,,,
Fly away,Rolling Contact、,二次元-東方Project、,,纯音乐,,
Desire,MK (JPN)、,二次元-東方Project、,,纯音乐,,
You're the love of my life...,EastNewSound、,二次元-同人作品、,动感、活力、,纯音乐,132,
Only 2 Words,Sound Online、,二次元-同人作品、,,,,
Desire for existence,群雨アンブレイラ、,二次元-同人作品、,放松、,纯音乐,84,
西行妖の春,Dust_Box_49、,二次元、,梦幻、放松、冥想、,纯音乐,77,
STAR GAZE,LiLA'c Records、,二次元、,,纯音乐,,
春眠暁を…,流派未月亭、,二次元-東方Project、,平静、放松、,纯音乐,99,
信仰の里返し,趣味工房にんじんわいん、,二次元-同人作品、,平静、放松、,纯音乐,68,
とおいよびごえ,凋叶棕、,二次元-東方Project、,悲伤、梦幻、放松、孤独、,纯音乐,86,
Dancing In The Moon Night [Instrumental],Eurobeat Union、,电子-欧陆节拍、,活力、热血、动感、快乐、,,,
真夏の妖精の夢,上海アリス幻樂団、,二次元-東方Project、,热血、动感、,纯音乐,166,
a rocket voyage to the moon,豚乙女、,二次元-東方Project、,平静、放松、,纯音乐,151,
プレインエイジア,君の美術館、,二次元-東方Project、,梦幻、放松、,纯音乐,96,
Insert Coin(s),凋叶棕、,二次元-東方Project、,悲伤、孤独、,纯音乐,139,
スクリーミング・インフェルノ (Instrumental) [with senya],幽閉サテライト、,二次元-東方Project、,,纯音乐,,
θで突き刺して(Instrumental) [with senya],幽閉サテライト、,二次元-東方Project、,,纯音乐,,
幻秋,Sensitive Heart、,二次元-同人作品、,梦幻、可爱、快乐、放松、,纯音乐,80,
秋风のとおり道,趣味工房にんじんわいん、,二次元-東方Project、,放松、学习、,纯音乐,73,
二人の绊 (U.N.オーエンは彼女なのか?),LOST BLESS、,二次元-同人作品、,平静、放松、冥想、,纯音乐,100,
HAPPINESS,SNUG SPACE、,二次元-同人作品、,平静、放松、,纯音乐,125,
星砂のEarring -off vocal-,C-CLAYS、K2 SOUND、,二次元-同人作品、,,,,
ONLY LONELY GIRL -off vocal-,C-CLAYS、K2 SOUND、,二次元-同人作品、,,,,
restoration 440,ZYTOKINE、,二次元-同人作品、,,纯音乐,,
Faker,Masayoshi Minoshima、,二次元-同人作品、,动感、活力、,纯音乐,,
Structure,Masayoshi Minoshima、,二次元-同人作品、,梦幻、放松、冥想、,纯音乐,,
祭文,Sound Refil、,二次元-同人作品、,梦幻、可爱、快乐、放松、,纯音乐,,
鴉天狗鍵盤鏡,QLOCKS、,二次元、,抒情、平静、放松、,纯音乐,70,
妖精の冬、雪の迹 -in the fairy tale-/アルティメットトゥルース,N-tone、,二次元-同人作品、,梦幻、可爱、快乐、放松、,纯音乐,93,
花散る月夜の回廊,minimum electric design、,二次元-東方Project、,,纯音乐,,
風神神輿,荒御霊、,二次元、,,纯音乐,,
鳥居前町,荒御霊、,二次元、,,纯音乐,,
塞神奉納電子神楽,荒御霊、,二次元、,,纯音乐,,
博丽の民,趣味工房にんじんわいん、,二次元-同人作品、,梦幻、可爱、快乐、放松、,纯音乐,92,
Genealogy(EXTENDED Ver.),DiGiTAL WiNG、,二次元-東方Project、,,纯音乐,,
Pure Furies (ALR REMIX)(EXTENDED Ver.),DiGiTAL WiNG、,二次元-東方Project、,动感、爱情、浪漫、活力、,纯音乐,,
東方入眠抄のテーマ (pop version),Re：Volte、,二次元-同人作品、,,纯音乐,,
emotionless and emotional,Re：Volte、,二次元-同人作品、,抒情、,纯音乐,,
三千年の孤独　(“千年幻想郷”东方永夜抄),三千年の孤独、,二次元-東方Project、,梦幻、放松、,纯音乐,,
深层への挑戦,AQUA STYLE、,二次元-同人作品、,,纯音乐,,
闭ざせし云の通い路,FRONTIER CREATE、,流行、,,,,
2 KEYS - PIANO SKETCH,ZYTOKINE、,二次元、,平静、放松、,纯音乐,55,
Search Light -Off Vocal-,Applice、,二次元-同人作品、,,,,
CADENTE (Instrumental Version),Frozen Starfall、,二次元-同人作品、,,,,
POP|CULTURE 6,Masayoshi Minoshima、,二次元-同人作品、,可爱、快乐、放松、,纯音乐,125,
dissonant wind,ZYTOKINE、,二次元-同人作品、,抒情、,纯音乐,,
Self Infliced (Instrumental version),Frozen Starfall、,二次元-同人作品、,,,,
You Were Here,魂音泉、,二次元-東方Project、,动感、放松、,纯音乐,124,
あざみあざやかなあさのあめあがり,村瀬悠太、,二次元、,抒情、,纯音乐,,
Want Your Love,LiLA'c Records、,二次元、,,纯音乐,144,
Alegro?,EastNewSound、,二次元-同人作品、,动感、可爱、快乐、活力、,纯音乐,,
White Wish,EastNewSound、,二次元-同人作品、,动感、活力、,纯音乐,,
幻影小径 -Fantasm Mirage- (Instrumental),音召缶、,二次元-同人作品、,,纯音乐,,
Magic Girlz,音召缶、,二次元-同人作品、,,,,
空前絶后,CTBR、,,,纯音乐,,
Dreaming -offvox-,Pizuya's Cell、,二次元-同人作品、,,,,
Locked My World,EastNewSound、,二次元-東方Project、,,纯音乐,,
幾千夢想～serving to begin～,EastNewSound、,二次元-同人作品、,动感、活力、,纯音乐,,
Song For Bird,EastNewSound、,二次元-同人作品、,,纯音乐,,
桜華閃輝,茶太、,原声带、二次元-同人作品、,,纯音乐,,
Intense desire,黒鳥、,二次元-東方Project、,热血、动感、活力、,纯音乐,154,
Rainy Blue,葉月ゆら、,二次元-同人作品、,,日语,,
花弁～雫～,黒鳥、,二次元-東方Project、,动感、活力、,纯音乐,152,
星霜輪廻～Repeat～,EastNewSound、,二次元-東方Project、,动感、活力、,日语,114,
GITANJALI,fromadistance、,,热血、动感、梦幻、放松、,纯音乐,,
不思议の国のアリス,Colorful Cube、,二次元、,,纯音乐,,
急がばマイホーム,オーライフジャパン、,二次元-同人作品、,梦幻、可爱、快乐、放松、,纯音乐,,
仰空(off vocal ver),SOUTH OF HEAVEN、,二次元、,梦幻、放松、热血、动感、可爱、快乐、,纯音乐,,
