歌名,歌手,曲风,推荐标签,语种,BPM,乐评
Hungarian Rhapsodies S.244 - No.11 in A minor / F sharp major:Rapsodie hongroise XI,Franz Liszt、Leslie Howard、,古典-浪漫主义音乐、,平静、爱情、浪漫、放松、学习、,纯音乐,71,
Lieder ohne Worte Op.30:No. 1. Andante espressivo In E Flat,Daniel Barenboim、,古典-浪漫主义音乐、,平静、放松、冥想、,纯音乐,75,
"Meditation from ""Thaïs""",Royal Philharmonic Orchestra London、Frank Shipway、,古典、,悲伤、平静、放松、,纯音乐,138,
"Four Seasons Variation (Arr. for Piano from Violin Concerto, RV 297, ""Winter"":II. Largo by Svetoslav Karparov)",Olga Scheps、,古典、,抒情、思念、放松、治愈、,,,
"Liebesträume - 3 Notturnos für das Pianoforte S.541:O lieb, so lang du lieben kannst!",Leslie Howard、,古典-浪漫主义音乐、,平静、放松、学习、冥想、,纯音乐,65,
"Nocturne No. 9 in B major, Op. 32 No. 1",Tamás Vásáry、,古典、,平静、放松、,纯音乐,129,
"Waltz No. 7 in C Sharp Minor, Op. 64 No. 2",Frédéric François Chopin、Frederick Johansen、,古典、,放松、平静、,西班牙语,139,
"Consolations, S. 172:No. 3 in D-Flat Major",Franz Liszt、,古典、,平静、放松、冥想、,纯音乐,59,
"Images - Book 2, L. 111 - 1. Cloches à travers les feuilles",Pascal Rogé、,轻音乐、古典-二十世纪音乐、,平静、放松、冥想、,纯音乐,,
Nocturne in C-Sharp Minor,Vladimir Feltsman、Frédéric François Chopin、,古典-浪漫主义音乐、,学习、平静、放松、,英语,,
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2, ""Moonlight"": II. Allegretto",Igor Levit、,古典-古典主义音乐、古典-浪漫主义音乐、,放松、,纯音乐,,
"Nocturne No. 1 in B Flat Minor, Op. 9, No. 1",Arthur Rubinstein、,古典-浪漫主义音乐、,平静、放松、冥想、,纯音乐,200,
"Les saisons (The Seasons), Op. 37b:No. 6. June: Barcarolle",Ilona Prunyi、,古典、,,纯音乐,157,
"Piano Sonata No. 3 in E Major, D. 459:III. Adagio",William Youn、,古典、,平静、放松、,纯音乐,72,
Sheep May Safely Graze,Johann Sebastian Bach、Egon Petri、Alessio Bax、,古典、,平静、放松、学习、冥想、,英语,,
"Lyric Pieces, op.38:1. Berceuse",Mikhail Pletnev、,古典、,动感、快乐、活力、轻快、,,138,
"Songs Without Words, Book 1, Op. 19b: No. 1, Andante con moto in E Major",Felix Mendelssohn、Guiomar Novaes、,,平静、放松、,英语,,
"Piano Trio No. 1 in D Minor, Op. 49: Andante con moto tranquillo",Schweizer Klaviertrio - Swiss Piano Trio、,古典、,学习、放松、平静、,,,
"Piano Sonata No. 2 in B-Flat Minor, Op. 35:III. Marche funebre. Lento",Arthur Rubinstein、,古典、,放松、,纯音乐,127,
"24 Preludes & Fugues, Op. 87: No. 1, Fugue in C Major",Muza Rubackyte、,古典、,平静、放松、,,,
Sonata Pathétique (Adagio Cantabile),Rudolf Serkin、Ludwig van Beethoven、,原声带、,平静、放松、,英语,,
Piano Concerto No.2 In F Minor Op.21:2. Larghetto,Polish Festival Orchestra、Krystian Zimerman、,古典-浪漫主义音乐、,平静、梦幻、放松、冥想、,纯音乐,139,
6 Consolations S. 172:No. 3 In D Flat Major (Lento placido),Daniel Barenboim、,古典、,平静、放松、冥想、,纯音乐,80,
"Piano Sonata No. 2 In A Major, Op. 2, No. 2:2. Largo appassionato (Live)",András Schiff、,古典、,热血、动感、快乐、活力、轻快、,,151,
"Annen-Polka, Op.117",Wiener Philharmoniker、Herbert von Karajan、,古典、,动感、放松、,纯音乐,82,
"Waltz in F Minor, Op.1",Valentina Lisitsa、,轻音乐、古典-浪漫主义音乐、,平静、放松、学习、,纯音乐,123,
"Piano Sonata No.17 in D minor, Op.31 No.2 -""Tempest"":3. Allegretto",Alfred Brendel、,古典-古典主义音乐、,爱情、浪漫、,纯音乐,75,
Sonata In F Minor (Andante moderato) Kk.466,王羽佳、,古典-巴洛克音乐、,平静、放松、学习、冥想、,,130,
"Waltz No.13 in D flat, Op.70 No.3",Vladimir Ashkenazy、,古典、,动感、活力、,,172,
Images for Orchestra:3. Ibéria-2. Les parfums de la nuit,Bernard Haitink、Concertgebouworkest、,古典、,梦幻、放松、冥想、,,129,
Canon and Gigue in D major - arr. Max Seiffert:1. Canon,Herbert von Karajan、,古典-巴洛克音乐、,放松、学习、助眠、,纯音乐,90,
"12 Etudes, Op.25:No.5 In E Minor",Jan Lisiecki、,古典、,放松、,纯音乐,138,
"12 Etudes, Op.10:No.3 In E",Jan Lisiecki、,古典-浪漫主义音乐、,平静、放松、,纯音乐,142,
"Serenade No. 2 in A Major, Op. 16: II. Scherzo. Vivace - Trio",Johannes Brahms、London Symphony Orchestra、Bernard Haitink、,古典、,放松、清新、,英语,104,
"3 Valses, Op. 64 : No. 2 In C Sharp Minor. Tempo giusto",Maurizio Pollini、,古典-浪漫主义音乐、,平静、放松、冥想、,纯音乐,166,
Les Beautés du Diable,Angèle Dubeau、La Pietà、,古典、,放松、冥想、可爱、快乐、,英语,,
"Danse Macabre, Op. 40, R.171",Orchestre Symphonique de Montréal、Andrew Wan、Kent Nagano、,古典、,热血、动感、放松、,欧美,117,
Appalachian Spring:VII. Doppio movimento (Variations on a Shaker Hymn - Simple Gifts),Aurora Orchestra、Nicholas Collon、,古典、,平静、放松、学习、冥想、,,131,
Brandenburg Concerto No.5 in D BWV 1050:1. Allegro,English Chamber Orchestra、Benjamin Britten、,古典-巴洛克音乐、,放松、治愈、学习、,,,
"Ballet Intermezzo, K.299c (Sketches compl. & orch. E. Smith):2. Contredance",Academy of St. Martin in the Fields、Sir Neville Marriner、Wolfgang Amadeus Mozart、,古典、,放松、可爱、快乐、,纯音乐,132,
"24 Caprices For Violin, Op.1:No. 9 In E",David Garrett、,古典-浪漫主义音乐、,放松、助眠、,纯音乐,163,
"4 Impromptus Op.142, D.935:No.3 in B flat: Theme (Andante) with Variations",Alfred Brendel、,古典、,平静、放松、学习、冥想、,纯音乐,200,
"3 Duets, WoO 27: No. 1 in C Major (arr. F. Hermann for violin and cello):I. Allegro comodo",John Mills、,古典、,快乐、轻快、,英语,,
"2 Arabesques, CD 74, L. 66:No. 2, Allegretto scherzando",Simon Trpceski、,古典、,放松、,,,
"Clavierbüchlein for Anna Magdalena Bach, Book 2, BWV Anh. 113-132: Minuet in G Major, BWV Anh 114",Janos Sebestyen、,古典-巴洛克音乐、,,纯音乐,132,
"6 Moments Musicaux, Op.94 D.780:Moment Musical (D 780/3)",Gil Shaham、Göran Söllscher、,古典-浪漫主义音乐、,梦幻、可爱、快乐、放松、学习、,纯音乐,85,
"Keyboard Sonata in G Major, Hob. XVI:8: I. Allegro",Rudolf Buchbinder、,古典、,悲伤、平静、抑郁、可爱、快乐、爱情、浪漫、放松、,纯音乐,153,
"Concerto No.4 In E Flat, K495: III.Rondo, Allegro Vivace",Wolfgang Amadeus Mozart、Banda Sinfonica “La Artística” Bunol、Henrie Adams、Vicente Zarco Pitarch、Vicente Zarzo Pitarch、,古典、,热血、动感、放松、学习、,意大利语,,
Libertango,马友友、,轻音乐、古典-古典跨界、拉丁音乐-探戈、,清新、爱情、浪漫、放松、,纯音乐,139,
"Grand Galop chromatique in E-Flat Major, S. 219",郎朗、,轻音乐、古典-浪漫主义音乐、,放松、可爱、快乐、,纯音乐,161,
Coppélia - Tableau 1:No. 1 Valse,David Zinman、Rotterdam Philharmonic Orchestra、,古典-浪漫主义音乐、,咖啡厅、放松、热血、动感、,,,
"Divertimento in B-Flat Major, K. Anh. 227:I. Allegro",Oslo Philharmonic Wind Soloists、,古典、,可爱、快乐、放松、,英语,,
"Piano Sonata No.16 in C, K.545Sonata facile:1. Allegro",内田光子、,古典-古典主义音乐、,平静、放松、,纯音乐,133,
"Hungarian Rhapsody No.6 In D-Flat Major, S.244",Martha Argerich、,古典-浪漫主义音乐、,平静、放松、,欧美,,
"Sonata in E Flat Major, K.282: Adagio",George Walker、Wolfgang Amadeus Mozart、,古典、,学习、平静、放松、治愈、,英语,,
Menuett aus Divertimento D-dur KV334,Arthur Grumiaux、,古典-古典主义音乐、,爱情、浪漫、放松、学习、,纯音乐,111,
"Dolly, Op. 56:Berceuse (1894)",Kathryn Stott、Gabriel Fauré、,古典、,平静、放松、学习、助眠、冥想、,纯音乐,133,
"Violin Sonata No.2 in A Major, Op.12 No.2:2. Andante più tosto allegretto",Jacques Prat、Gilles Nicolas、,古典、,抒情、思念、,纯音乐,137,
"Piano Sonata No. 32 in G Minor, Hob. XVI:44:II. Allegretto",Emanuel Ax、,,平静、放松、学习、,,,
Hungarian Dance,Johannes Brahms、,古典、,动感、爱情、浪漫、活力、舞蹈、,纯音乐,133,
"Sinfonia No. 5 in E-Flat Major, BWV 791",Simone Dinnerstein、,古典、,平静、放松、,纯音乐,,
Pieces de clavecin (1724):Rigaudon [arr. Heifetz],Itzhak Perlman、Samuel Sanders、,古典、,可爱、快乐、放松、,,183,
Voices of Spring - Waltz Op. 410,Hallé Orchestra、Bryden Thomson、Bramwell Tovey、,古典、,热血、动感、放松、助眠、,纯音乐,199,
"Grande valse brillante in E-Flat Major, Op. 18",Arthur Rubinstein、,古典、,平静、放松、可爱、快乐、,纯音乐,119,
"Violin Concerto in B-Flat Major, Op. 10 No. 1: I. Allegro",Leila Schayegh、,古典-巴洛克音乐、,热血、动感、放松、,纯音乐,,
"Wiener Blut (Vienna Blood), Op. 354",Budapest Philharmonic Orchestra、,古典、,大气、,,,
"Gold und Silber (Gold and Silver), Op. 79",Cologne Radio Symphony Orchestra、Helmut Froschauer、,古典-二十世纪音乐、,放松、,英语,,
"3 Waltzes, Op. 34:No. 2 in A Minor",Aldo Ciccolini、,古典-浪漫主义音乐、,浪漫、爱情、,,,
"Serenade for Strings, Op.48:II. Walzer",Pyotr Ilyich Tchaikovsky、,古典、,平静、放松、学习、,纯音乐,184,
"Fidelio, Op. 72:Act I: Overture",Wolfgang Glashof、Alan Titus、Gösta Winbergh、Inga Nielsen、Kurt Moll、Edith Lienbacher、Herwig Pecoraro、Péter Pálinkás、József Moldvay、Kalman Strausz、Hungarian Radio Chorus、Nicolaus Esterházy Sinfonia、Michael Halasz、,古典、,助眠、冥想、放松、热血、动感、,英语,,
"6 Variations on an Original Theme in D Major, Op. 76",Ian Yungwook Yoo、,古典、,放松、,英语,,
Symphony No.7 in A major S.464/7 : 3. Presto - Assai meno presto - Da capo [tutto] - Presto - Assai meno presto - Presto,Franz Liszt、Leslie Howard、,古典、,抒情、,纯音乐,,
"Mephisto Waltz No. 1, S. 514",Khatia Buniatishvili、,古典-浪漫主义音乐、,放松、,,,
"Dorfschwalben aus Österreich, Op. 164",Carlos Kleiber、Wiener Philharmoniker、,古典-浪漫主义音乐、,梦幻、放松、,纯音乐,138,
"Antiche danze ed arie per liuto (Ancient Airs and Dances), P. 114:III. Gagliarda",Konstantin Scherbakov、,古典-二十世纪音乐、,平静、放松、学习、,英语,,
The Waltzing Cat,Simon Tedeschi、Leroy Anderson、Paul Mann、Melbourne Symphony Orchestra、,古典、,放松、平静、冥想、,英语,,
Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez),Anja Lechner、Pablo Marquez、,古典、,学习、平静、放松、,纯音乐,129,
"Streichquartett No. 2 in E-Flat Major, Op. 26: II. Intermezzo. Allegretto con moto",Jerusalem Quartet、,古典、,学习、放松、可爱、快乐、,英语,,
"The Planets, Op. 32:2. Venus, the Bringer of Peace",Herbert von Karajan、Berliner Philharmoniker、,古典-二十世纪音乐、,梦幻、放松、冥想、,纯音乐,127,
"Syrinx for Solo Flute, L 129",Jadwiga Kotnowska、,古典、,抒情、思念、,纯音乐,,
"Valse sentimentale, Op. 51, No. 6",Metamorphosen Berlin、Wolfgang Emanuel Schmidt、,古典、,抒情、,,130,
"Liebestraum No.3 in A flat, S.541 No.3",Claudio Arrau、,古典、,放松、学习、冥想、,纯音乐,128,
"Estampes, L. 100:I. Pagodes",Daniel Barenboim、Claude Debussy、,古典、,抒情、思念、放松、治愈、,纯音乐,189,
"An der schönen blauen Donau, Op.314",Wiener Philharmoniker、Herbert von Karajan、,古典-浪漫主义音乐、,热血、动感、放松、学习、助眠、,纯音乐,187,
"6 Moments musicaux, Op.94 D.780 (Arr. For Violoncello And Piano By Mischa Maisky) - Movement Musical In A Minor (No.3) - Allegro moderato",Mischa Maisky、,古典-浪漫主义音乐、,平静、放松、学习、,纯音乐,77,
Sonata for Piano and Violin in G K.301:2. Allegro,Hilary Hahn、Natalie Zhu、,古典-古典主义音乐、,平静、放松、学习、,纯音乐,197,
"Préludes / Book 1, L. 117:12. Minstrels",Claude Debussy、Arturo Benedetti Michelangeli、,古典、,正能量、,纯音乐,128,
Seven Days Walking / Day 1:Golden Butterflies,Ludovico Einaudi、Federico Mecozzi、Redi Hasa、,轻音乐、古典、,平静、放松、冥想、,,122,
Ballszene,Wiener Philharmoniker、Mariss Jansons、,古典、,热血、清新、动感、放松、,,120,
